Question,Answer
Q: And what to do?,"A: And what to do? And not knowing what happened to her husband.The following transcript is the result of a recorded interview. The recording is the primary source document, not this transcript. It has not been checked for spelling nor verified for accuracy. This document should not be quoted or used without first checking it against the interview.The interview is part of the United States Holocaust Memorial Museum's collection of oral testimonies. Information about access and usage rights can be found in the catalog record.78Interview with Maria Pawulska RasiejMay 8, 2013"
Q: Yeah.,"A: So that the -- this were us -- really the heroes for all -- children did not --fortunately did not realize how hard things were, how the world is not made of nicestories that you are used to, but situations are different. So children somehow aremore -- somehow get accustomed to take the best of what situation is, and --"
Q: That's one of the things that helps kids survive.,A: Right.
"Q: I want to pause just for a second. [technical discussion] Okay, we're rolling. So","A: The harvest ends. The local people who belong to that kolkhoz get their parts,what they earned, according to some -- their judgments. But we, of course, don't getanything, except that during the year they would give us milk, which was taken --cream, they would take off the milk the -- how you call it, the plain --"
Q: Right.,"A: -- milk, because that you could not hold until harvest, so to speak."
"Q: Well, this is what I wanted to ask you, whether or not the milk that the cows",A: When we came home --
Q: Okay.,A: -- we would get some milk to take to our home.
Q: Okay.,"A: That was the -- I don't know how much it was. I remember that I tried once to getmilk from that old cow, and nothing came. Had -- anyway, the winter started, andthey said that the -- because the harvest was not really poor, but they wouldsomehow let the horsed -- the horses who were waiting with the carts to take thewheat to the magazines in the big cities, or wherever they were taking, eat the wheatwhile waiting. So what was left, they still had to put the taxed amount to thegovernment, and what was left, so very -- I think they brought it on themselves to acertain degree, that they didn't have too much to share. And then they told mymother they would not have work during the winter for women, and during thespring. So they ordered my mother to go to the county hou -- hun -- county place,which was about 25 or maybe 30 miles away, into Kokpekti, which is likeHackensack here, or whatever, and -- to find a job. They allowed her to take myyounger brother, but they kept my brother -- older brother and myself as the kind ofsecurity that my mother will not run away."
"Q: Well, this is something that I wanted to ask now. When you were in this place, I","A: Is a-- they called it free prison. You could not leave that place. For example, thepost office was in the next village, bigger kolkhoz."
Q: Yeah.,"A: To go there, if we wou -- at the beginning were getting some letters or packagesfrom Lvov, because the rush -- the - Germany did not start yet the war. And wehad something, they would let us know that there is a letter waiting. And to go forit, my mother had to walk several miles, or get some -- some kind Cossack wouldtake him -- her on the truck -- on the truck, on the cart, and take her to that -- orsometimes she was -- she had to ask the permission, written. And I even have heresome --"
Q: Of her letter -- of her permission list --,A: She wrote on the piece -- on the -- with the pencil --
Q: Right.,"A: -- written you --I can still read it, there's a kind of permission that my mother cango to the village to -- to the post office, and come back."
Q: Okay.,"A: And one day my mother was so afraid because the predsedatel, that's pres --political president of what was Russian, and ultra, ultra-communist ga -- was away,and my mother couldn't get the permit to go out. And so she went without a permit, The following transcript is the result of a recorded interview. The recording is the primary source document, not this transcript. It has not been checked for spelling nor verified for accuracy. This document should not be quoted or used without first checking it against the interview.The interview is part of the United States Holocaust Memorial Museum's collection of oral testimonies. Information about access and usage rights can be found in the catalog record.81Interview with Maria Pawulska RasiejMay 8, 2013and she was coming back, carrying a package which was I don't know how many,maybe 10 pounds or something. Was very tired, but she was more afraid than -- thantired, but -- because if they catch her, and they would take her to prison, what willhappen to us? And she said, she had lived it, several miles that she had to walk, withsuch trepidation --"
Q: Yeah.,"A: -- that she might be caught, and that she somehow let us down, that she would betaken to prison. But fortunately, something like that did not happen."
"Q: But the fear was in her, the price was in her.","A: Yeah, you can imagine, because --"
Q: Yeah.,"A: -- she knew like -- and y-you know, the -- the places outside this town, the roadswere probably cart driven roads, and not the regular highways or whatever."
Q: Yeah.,"A: It was all empty steppes. You could go by train, and s -- hours and days, and itwas all empty. So somehow you didn't -- even if you tried to move somewhere,where would you go?"
Q: Yeah.,"A: So my mother was sent to that town, and she st -- that was sometime toward thebeginning of winter, so probably they took us from this place where this old womangave us a piece of -- to stay with -- corner of the -- of her up -- house, and put us in anempty house that didn't have window, had only paper on the --"
Q: Yeah.,"A: -- wall, and the -- it was so cold, we didn't have any burning things by then. Inthe winter we couldn't go behind the house --"
Q: Of course.,A: -- and get anything to heat. So we slept in our coats.
Q: Yeah.,"A: And in the morning, the water that we kept to wash down, was all solid ice. Butthey -- then my mother started -- got the job as a janitor in some children's home[indecipherable] hou-house, and --"
Q: An orphanage.,"A: Orphanage, or also the -- sometimes they took the children probably from -- fromstreets, or something. Anyway, she got the job, she was writing to this, let me havemy children. And this predsedatel said no, we have too few horses, and they'reneeded here to shove the snow, or whatever, work a little bit in farm, and I can --we"" ll -- well, no. No, no, no, until late March. And there was something else that The following transcript is the result of a recorded interview. The recording is the primary source document, not this transcript. It has not been checked for spelling nor verified for accuracy. This document should not be quoted or used without first checking it against the interview.The interview is part of the United States Holocaust Memorial Museum's collection of oral testimonies. Information about access and usage rights can be found in the catalog record.Interview with Maria Pawulska Rasiej 8May 8, 2013happened, that somehow it was almost, you know, for the normal situation in life,difficult to understand or feel, or react to. We had the [indecipherable] amongthese women who stayed first, who came, there were two women: one was with thesmall child, the other was with -- alone, a fairly well-educated. She was, I think, anurse, or some advanced, super nurse. And she had a lo -- she was lucky to get a lotof jewelry. And she was also getting the jewelry from this woman and the other onewould hire the Cossacks with the cart, to take them to a distant cit -- town. Not city,a town, where they had so-called zwartaz(ph) kupka(ph)."
Q: What's that?,"A: Selling the gold that the government wanted. So they would take the things, andthen you could buy -- they had cans of food. So I know my mother gave herwedding ring, and some -- bracelet, I think. And that was all, she didn't have muchon her. But anyway, these women, after several months, not working -- not goinglike my mother was going to work at the farm -- were accused by this predsedatelthat they were parasite [indecipherable]"
Q: That they were speculeg -- speculating.,"A: Speculating, and they are not working. In Russia, if you don't work, you don'teat. That's the Russian. [speaks Russian]"
"Q: [Speaks Russian] The following transcript is the result of a recorded interview. The recording is the primary source document, not this transcript. It has not been checked for spelling nor verified for accuracy. This document should not be quoted or used without first checking it against the interview.","A: Yeah, and so they were arrested, they were parasite, because they were living --oh, first they sold their things, and then they would buy from some --"
Q: Right.,"A: -- women who had something, like my mother gave her ring, and they would goand bring some food, or maybe -- I don't remember if we got an -- what we got forthat wedding ring, but anyway, these women were arrested while my -- and werekept in the prison in that town where my mother was now, with my youngerbrother. And the Polish people who lived around there learned that there is going tobe a judgment on them, they were going to be sentenced for whatever. And mymother tells me the story because they were watching this thing carefully. Thewomen were given seven years of hard labor in gulag, each. And they came out ofthe courtroom, and there stood this predsedatel, so thinking, you know, here I am ahero, defending the Soviet society from these parasites. Here you -- you have proofthat I was right. And somebody asked in Russian, asked these women, what do youthink about now, about the predsedatel, the situation and the predsedatel? She saidwell, God is not speedy, but he is just. And this man, you know, did -- before, hewas laughing at us when he saw a praying book, or some people praying orsomething, singing a religious song, he was laughing that there is no God, and allthis kind of thing what the -- he was taught. And so he returned home. Two weeks, The following transcript is the result of a recorded interview. The recording is the primary source document, not this transcript. It has not been checked for spelling nor verified for accuracy. This document should not be quoted or used without first checking it against the interview.The interview is part of the United States Holocaust Memorial Museum's collection of oral testimonies. Information about access and usage rights can be found in the catalog record.85Interview with Maria Pawulska RasiejMay 8, 2013or maybe three weeks, this is past hard winter, it's already now into spring, but it'sstill winter, it might be February, or so. He -- his child gets the measles. His belovedolder son, 10 years old or something, eight or 10 years old. And the measles doesn'tcome to forward, but open, you know, breaks out inside the system, and the childdies. And this man turns himself into completely different man. He remembers whatthis person said, that God is not really speedy in punishing, or whatever, but he isjust. And he looked at it as God's warning, or something, and he started going to thePoles to ask about God, who is God, what do you believe, and something. And thenone day, in the evening, toward the end of March, he came to us, that's room withalready was little bit warmer, but still -- we were still not quite [indecipherable]"
"Q: You were cold, yeah.","A: --right. He said, gather up whatever you have, and I'll come at night and take myhorse and take you to your mother. And he drove me and my brother, with all thebelongings that was with us, by night, to Kokpekti, to that city where my motherwas working."
Q: Oh my goodness.,"A: And this was on -- on -- you -- you -- you could not explain. In the normalcircumstances you don't have it. But this was something like -- like the, you know --"
"Q: It's almost like a -- The following transcript is the result of a recorded interview. The recording is the primary source document, not this transcript. It has not been checked for spelling nor verified for accuracy. This document should not be quoted or used without first checking it against the interview.",A: -- protection.
Q: It's almost like a biblical tale.,A: Right.
Q: Yeah.,"A: Y-Y-You cannot assume, but we had -- my mother always prayed, we had, everyevening before, we had always knelt down and said our prayers, and my mother was-- she was not, I would say devote -- devout, but she was religious enough, and shehad the hope that God will not let us down. Which I think now, talking about thehope, I think the hope is the most important thing. Love is not only the thing thatkeeps you alive, hope is the thing that keeps you alive. Because you hope tomorrowwill be better, tomorrow will be better. Can't be any worse, tomorrow will be better.Love sometimes could not save you, but hope could save you because you wentthrough very difficult moments, you were hungry, and maybe tomorrow somebodywill give you a piece bread. I would go babysitting sometimes, to the Cossacksfamilies. The child was in a small -- I don't know how you call it, it was almost likea -- like a basket near the roof. The baby was there, and if the baby cried, you pulledthe string, and he dropped a little bit [indecipherable] stop. The parents were therehaving friends eating, and having their corner, laughing, or whatever, in Cossack'sla-language. But then afterwards, when I was going home, I would get a piece of The following transcript is the result of a recorded interview. The recording is the primary source document, not this transcript. It has not been checked for spelling nor verified for accuracy. This document should not be quoted or used without first checking it against the interview.The interview is part of the United States Holocaust Memorial Museum's collection of oral testimonies. Information about access and usage rights can be found in the catalog record.87Interview with Maria Pawulska RasiejMay 8, 2013bread, or actually a -- sometimes it was in the Russian families, the Russians hadbread. But the Cossacks had kind of like pita bread, because they had baked them.And they would give me one, and I would come home, wouldn't eat there, come,divide it into four pieces, and then like, the animals who are hungry -- if you see theanimals who are hungry, each one takes a piece of big things, and goes to a smallcorner and eats by himself. And this is such an intuitive feeling, that we did thesame thing. To take a small, one quarter of this piece, and go, and by crumbs eating,prolonging it, and eating. And it was somehow so neither -- you know, the nature of_of--"
Q: Of people.,A: Right.
"Q: How -- how did things progress? Somehow now, have you -- in what you're",A: Yes.
Q: -- has it been a year and a half? How long were you in this place?,A: In Kokpekti?
Q: Yeah.,A: We were there -- this is March would -- we came. The spring --
Q: March 1941?,A: March 1941.
Q: Okay.,"A: And then there is -- my mother worked at that place, and I think there wassometimes some Russian food that you could get, I think. And still, the exchange ofthings, or services, like we were -- my brother and myself considered ourselvesprofessional shepherds. So we -- because this was a town, it was not the farm, butmany of the women had the cows, one cow in some side of the houses orsomething. And we went around and if they had the calf, we said, we will set asmall herd of cows, and we will go into the steppes -- because it doesn't belong toanybody, we could do it, and take it -- but somehow we did -- it fell through, butanyway, my brother was taken by -- he was then 12 years old, and he was taken bythe -- some Russian people who were building the train things to -- to go and be --you know, go-getter, or some -- how do you call it? Help out with the small duties --"
Q: A gopher. A gopher.,"A: A--a gopher for -- for these people, so he would go for a week, or sometimeslonger. And wa -- the -- the younger brother stayed with us, and my mother -- mymother was working. I-I -- it -- it seemed also a lot of -- there were other Polish,many more Polish families, so we sometimes would gather a-and, you know, hadevenings like telling stories, or singing together, or sometimes gathering together.The following transcript is the result of a recorded interview. The recording is the primary source document, not this transcript. It has not been checked for spelling nor verified for accuracy. This document should not be quoted or used without first checking it against the interview.The interview is part of the United States Holocaust Memorial Museum's collection of oral testimonies. Information about access and usage rights can be found in the catalog record.89Interview with Maria Pawulska RasiejMay 8, 2013But otherwise I don't remember. I didn't work there. The only good thing was alsovery unusual thing, some stri-- sort of difficult to pr -- assume that it happens. Whenwe were going from door to door, about our ad -- possibilities of being hired, and wes -- entered some very elegant buildings by there -- of -- there were office buildingsand elegant people were walking, then we were -- in a sense, we could walkwherever we wanted. We were not, you know, watched out, that you couldn't gothere, or couldn't go there, just walk. And we knocked, thinking that we would findsomebody. As it happened, a door opened, very elegant, intelligent man -- whathappened, engineer, who was working on these trains, or some other big jobs, andhe's one of the head persons. And he couldn't give us a calf to [indecipherable]"
Q: Right.,"A: -- but he started asking us -- first of all, the Russians, of course, did not knowabout these people, you know, we were looked at no -- you know how in -- inRussia you don't ask questions, first of all. So if they drop a group of people, so theCossacks don't si-- first of all, don't speak Russian, and they don't know muchabout the outside world. They don't know about the war, they don't know whathappened. So he started asking how come you found yourself here? You are Polish,and started asking us question. He gave us some candy, and he said -- he send us,later on, send us some bread or something, to my mother. And for months The following transcript is the result of a recorded interview. The recording is the primary source document, not this transcript. It has not been checked for spelling nor verified for accuracy. This document should not be quoted or used without first checking it against the interview.The interview is part of the United States Holocaust Memorial Museum's collection of oral testimonies. Information about access and usage rights can be found in the catalog record.90Interview with Maria Pawulska RasiejMay 8, 2013afterward, from time to time -- and for example, there were some passing engineers,through the town. So he would send them to my mother so she could make a cof--tea, or set -- tea was the only thing that we -- brick tea. You -- I don't know whetheryou would realize. It was a pressed tea by bricks, and it was more --"
Q: Concentrated?,A: It's a concentrated --
Q: Yeah.,"A: -- leaves, pressed together like hard leave. And they were very valued, especiallyby Cossacks."
Q: Okay.,A: They would take a small --
Q: Piece.,"A: -- break an small, put in the water. And take it -- after they drink water, they put itin the next one because it was so tight. Anyway, a -- so when he would send ussomething, he -- somebody who was passing by, to ask for tea, to ask my mother tomake tea, also giving a chance that maybe we have something that can sell. Iremember my moth -- my father's attache --"
Q: Case.,"A: -- case, my mother sold to one of these people.The following transcript is the result of a recorded interview. The recording is the primary source document, not this transcript. It has not been checked for spelling nor verified for accuracy. This document should not be quoted or used without first checking it against the interview.The interview is part of the United States Holocaust Memorial Museum's collection of oral testimonies. Information about access and usage rights can be found in the catalog record.Interview with Maria Pawulska Rasiej ""!May 8, 2013"
"Q: Engineers, yeah.","A: And I don't know whether it was some money, but there were some shops,although they had the shops, once a months, the sugar would come. Once a month,salt would come. And the restaurant was always surrounded by the local people. Ifthey killed a camel, or, you know, th-they didn't have really killing the cows,because that was not th-the -- in that city, I don't know what actually was trading, inthat sense."
Q: Right.,"A: But you couldn't get, sometimes, to that restaurant, or -- the woman who had --one of these two woman that had the gold, that was selling, she was sending her sonto beg when Russians were eating. So he would go around and beg for -- for food.We --I know that we didn't -- my brother and -- and I did not feel like doing it, butthat I remember, that that was the only way to get some food. And so this man washelping us, from time to time sending some o -- fish, or something like -- like that.And always asking us to come and tell him how we are. My mother was, at onepoint very sick. She had heart problem, and she had kidney problem, whatever. Andthe doctor told us that she cannot drink too much water, because of the heart, tohave not too much water for -- so the lungs would not fill with water. But then wewould get this chaff of wheat from somebody for doing something for that woman, The following transcript is the result of a recorded interview. The recording is the primary source document, not this transcript. It has not been checked for spelling nor verified for accuracy. This document should not be quoted or used without first checking it against the interview.The interview is part of the United States Holocaust Memorial Museum's collection of oral testimonies. Information about access and usage rights can be found in the catalog record.92Interview with Maria Pawulska RasiejMay 8, 2013or selling something small. I really -- sometimes the packages yet -- packages arestill coming. They would send us rice, they would send us fat, the --"
Q: Lard.,A: -- lard. Which was very much appreciated by Russians. Cossacks --
Q: Not so much.,A: -- they're Mohammedans.
Q: Yeah.,"A: They would not look at it. But you could sell these things that came. And that,somehow, from day to day we, still hoping that it will be -- then -- and then -- then it-- one day, at the beginning of June, I remember the sun that was settling in theevening. I stood outside with some women -- Russians, around. And they looked atsun, who was a red color, and she said, it's bloody. It was blood. The war iscoming. The war -- they had some feeling about some kind of --"
"Q: Disaster, yeah.",A: -- saying that it is -- when the sun is like blood -- looks -- there is a war coming.This is beginning of 1941 --
Q: June.,"A: -- June. The 22(tm) June, the Russians are attacked by Germans."
Q: Did your lives change?,"A: Not at the beginning. We didn't know what was going on. We were, you know,behind all the clouds and everything, we didn't know. We didn't get any letters, and-- letters stopped, the packages stopped. But also, no -- no radios, nothing. But as --as things started to progress, we learned, toward the end of -- of summer, I think itwas sometimes late August or September, that there was a kind of a conference withRussians and -- and Poles, and English people. English offered to help Russia tofight Hitler, but on the condition that the Poles who were allies of England had togo free. So they gave an amnesty. Not all of them followed this. The prison guardsdidn't read, or didn't -- didn't -- or -- many people stayed there for years afterward.But some of them stayed, and there was an idea with Sikorski, who was thepresident --"
Q: Right.,"A: -- of -- of Poland, prime minister of Poland, together with General Anders, whowas then also in prison, but he was let out. He was in prison in Lubyanka inMoscow. He was first -- he was hev -- badly wounded, but he survived, and hebecame by -- Sikorski ordered him to form the Polish army. At first it was thoughtto go with the Red Army, and the Russians, with some diplomatic talks, startedtalking and there -- by then, the war is really going bad for Russians, because The following transcript is the result of a recorded interview. The recording is the primary source document, not this transcript. It has not been checked for spelling nor verified for accuracy. This document should not be quoted or used without first checking it against the interview.The interview is part of the United States Holocaust Memorial Museum's collection of oral testimonies. Information about access and usage rights can be found in the catalog record.94Interview with Maria Pawulska RasiejMay 8, 2013Moscow -- people -- government, Russian government goes to Kuybyshev becauseMoscow is --"
Q: Right. Is being und -- attacked.,A: -- is surrounded.
Q: Yeah.,"A: And all the thing, and then Stalingrad starts. So at that time, Hitler is a lit -- notHitler, Stalin is a little bit pressed to the wall, and he agrees to allow Poles to formthe government. There were couple of depos, where they put near Kuybyshev the[indecipherable] and Otwock or something like that, where the Poles startedcoming. They allowed [indecipherable] somewhere bet -- during the -- into theprisons, into some towns where there was some more connection, in between, somepeople passed the information. And we are still in Kokpekti in the -- and we wereallowed to go somewhere where it's not so cold in the winter. So we don't have toask any permission if we want to go, but it still took some time, that by aboutNovember that year, we're -- this man, this engineer said, I will lend you my truck,to take you to the station, and then you can go south, wherever that -- you know --"
Q: Right.,"A: -- settle somewhere. Because we were not at age that -- my brothers were tooyoung to go, my mother wasn't -- would not be a soldier -- The following transcript is the result of a recorded interview. The recording is the primary source document, not this transcript. It has not been checked for spelling nor verified for accuracy. This document should not be quoted or used without first checking it against the interview.The interview is part of the United States Holocaust Memorial Museum's collection of oral testimonies. Information about access and usage rights can be found in the catalog record.95Interview with Maria Pawulska RasiejMay 8, 2013"
Q: Sure.,A: -- whatever.
Q: But you were allowed to be free.,"A: But we went to let -- to go and maybe look for better living conditions, so -- andthis man lend us a car -- the truck --"
Q: Yeah.,"A: -- to take us to [indecipherable] for nothing. Didn't charge us for anything. Andwe waited for the trains. In Russia the trains means the train -- you know, the cattletrain, open or like wagons, that we were coming in. So when the trains like, wouldcome, you would sit in the train, there is only one track going south, so it goesanywhere, track, and then my mother, being bourgeois brought -- she went to buytickets. He had -- he gave us some money to buy tickets, so my mother paid toAlma-Ata. And as you know, Alma-Ata, when we came to Alma-Ata, they wouldnot let us get off the station, because they said this is -- this is a showplace ofKazakhstan. Alma-Ata means apple -- father of the apples --"
Q: Okay.,"A: -- or something like that. And it is a--a beautiful middle-terranean climate, likein Greece, or like in Italy. And we thought, you know, we will still carry our life,whatever it is, but in that place they wouldn't let us in. So my mother said, how The following transcript is the result of a recorded interview. The recording is the primary source document, not this transcript. It has not been checked for spelling nor verified for accuracy. This document should not be quoted or used without first checking it against the interview.The interview is part of the United States Holocaust Memorial Museum's collection of oral testimonies. Information about access and usage rights can be found in the catalog record.96Interview with Maria Pawulska RasiejMay 8, 2013much wa ~ are the tickets, I have to buy tickets. I-- I cannot get on the train withoutthe tickets. So she had 80 rubles left, so how far this would allow, and that wouldtake us to Jambul, which is a big city down --"
Q: South.,"A: --in-- south. It's an industrial city, and it's antique city, it was one on the road,silk road, and all that. Anyway, we went -- we got back on the train, went also onthe train, took us. In Jambul we stayed out, we were put out on then, and youcouldn't get into the city in a sense, to walk around, unless you had to prove thatyou have work in the city, and a place to live. If you have to look for work, the firstquestion is, do you live here? If you don't live, you couldn't -- you couldn't get thehou -- it's a--"
Q: It's a--it's a--it's a closed circle.,"A: Right. So my mother was very upset. At one point she got a-- how you call it --how you call th -- the Russian banya(ph), you know, a --"
"Q: Mm-hm, oh, a bath.","A: Bath. She had the room -- one -- one couple said, why have banya(ph) and wedon't take with my wife, we don't take the bath, it's outside, you know. So there isroom -- but there is room only for you and the two boys. And I was living -- therewere already several Poles around, and they were somehow -- some contacts were The following transcript is the result of a recorded interview. The recording is the primary source document, not this transcript. It has not been checked for spelling nor verified for accuracy. This document should not be quoted or used without first checking it against the interview.The interview is part of the United States Holocaust Memorial Museum's collection of oral testimonies. Information about access and usage rights can be found in the catalog record.97Interview with Maria Pawulska RasiejMay 8, 2013among the Poles, that they, I don't know, by luck would get in somebody that weknew before, from the northern part."
"Q: Can we interrupt just for a second? I think you need -- [technical break] Okay,",A: We have -- on the station in Jambul.
Q: Yeah.,"A: And my mother finds that banya(ph), the ba-bathhouse, not --"
"Q: So, a sauna? A kind of like a sauna?",A: A sauna --
Q: Yeah.,"A: -- outside, with the pile of stones."
Q: How do you say it in Polish?,A: Banya(ph).
"Q: Oh, banya(ph).","A: That's local, because we don't have it."
Q: Okay.,"A: You know, when the Russians came to Lvov, we didn't have the lice-ing places,so we were not cultural enough, considered by -- by the Russians. Banya(ph) istypically Russian or Scandinavian, but actually more Russian, you have the small The following transcript is the result of a recorded interview. The recording is the primary source document, not this transcript. It has not been checked for spelling nor verified for accuracy. This document should not be quoted or used without first checking it against the interview.The interview is part of the United States Holocaust Memorial Museum's collection of oral testimonies. Information about access and usage rights can be found in the catalog record.98Interview with Maria Pawulska RasiejMay 8, 2013building like a garage, a stone, big stones, and in the middle it's a heavy pot thatyou put water, and you fire the -- under the stones, and the stones become so hot,and the water boils, and the steam --"
"Q: Steam, yeah.",A: And you had sometimes they use the kind of sticks --
"Q: To beat you, yeah.","A: --to beat you. And anyway, I didn't have the pla -- place for me, and I was -- for acouple of weeks. So my mother had the chance to -- had a chance to put a foot inJambul. But then after a few weeks, or -- I think it was few weeks or two months orsomething, his family was coming in, and he said he will be using banya(ph), andso out you go. And my mother was walking -- it's another story of unusual things.My mother was walking on the street, and she seemed like some -- some womanwas passing her, a beautiful, fairly young wom -- I think she must have been in herearly 30s or something. And she comes to my mother, said, what is the matter, youlook so -- like something very bad happened. And said she now lost the place here,so she can't go and look for job, and she doesn't know where to go. They would notlet my mother stay -- us to stay --"
Q: Right.,"A:--in Jambul. And my mother said she's a -- she will be looking for theapartment, and she's -- but I don't know where to start. So she said, come to metomorrow here. And she lived not too far from that place where banya(ph) was, onthat street. It's a -- it's a big city, but it's not quite paved yet, the dirt is on the street,and especially in the rainy days, you go up to half legs that sank in the mud. Butanyway, she showed where she lived, and who -- and actually, she invited mymother to come and have cup of tea with her, and tell her the story. She said, cometo me tomorrow. And my mother came -- went to the station where we are sa -- lyingon our pieces of luggage, whatever it was, and she said, tomorrow I am going to --she said she will look for -- among her friends, maybe somebody has something tooffer. And as it happened, she said yes, here, go to that place, and my mother knewa little bit of Russian, so she could converse. And it appeared that this was somekind of aristocr -- aristocratic Tartar woman, who herself was very anti-Soviet,because Tartars were --"
Q: Right.,"A: -- during the first World War, all this --"
Q: Displaced.,"A: -- w-were not only displaced, the Tartar, the Cossacks lost their gover -- theirplace, this was taken over by the Soviet Union.The following transcript is the result of a recorded interview. The recording is the primary source document, not this transcript. It has not been checked for spelling nor verified for accuracy. This document should not be quoted or used without first checking it against the interview.The interview is part of the United States Holocaust Memorial Museum's collection of oral testimonies. Information about access and usage rights can be found in the catalog record.100Interview with Maria Pawulska RasiejMay 8, 2013"
Q: Right.,"A: And her husband committed suicide, or was killed, so she -- because he were --he didn't want to join the party, communist party. So she had a thing to settle withthe communists. And so she told that story. Anyway, next day my mother comes,and she said go tomorrow, go to this woman on that street, on that street, and shewill -- she has an apartment room, because this was all the question, in Russia youdon't see apartments, you see room."
Q: Right.,"A: And so she says, go there, I settled with her that you would be coming on thistime tomorrow. And my mother went next day, but the woman said, I want threemonths"" rent, you know, for that room. And my mother said, I don't have anymoney. So, she said, well, you cannot -- I cannot rent it to you. So my mother comesback to our Tartar friend, and she said, well, I will look for something else, cometomorrow."
Q: So another day again.,"A: So another day. My mother comes another day, and she said, go to this woman,maybe she ha -- she [indecipherable]. My mother goes there, and she said ohwelcome, come on -- come on in. Your friend paid for the three months"" rent. Can The following transcript is the result of a recorded interview. The recording is the primary source document, not this transcript. It has not been checked for spelling nor verified for accuracy. This document should not be quoted or used without first checking it against the interview.The interview is part of the United States Holocaust Memorial Museum's collection of oral testimonies. Information about access and usage rights can be found in the catalog record.101Interview with Maria Pawulska RasiejMay 8, 2013you imagine? Another kind of a touch. How not to believe in -- in some kind ofsuperior force."
Q: Being -- yeah.,"A: -- hanging over you. Anyway, so we moved in to that place, we made friendswith this woman, sometimes had -- she had us for tea, sometimes she -- she cameover to our room. We sometimes helped her with some other Poles who couldn'tfind places, so we subletted a piece of the room. And that is 1941 -- or 40 -- no --"
Q: Forty-two.,"A: This is ""42. This is November we left Kokpekti, we came in the winter, which inJambul was a muddy --"
Q: Yes.,"A: --rainy winter. And then my mother found a job in homework, making the quilts.There are several woman who put the frames --"
Q: Okay.,"A: --and work on it. And then they sell -- not sell, give it to the factory that gives thematerial."
Q: Okay.,"A: You know, so my mother had the right to stay in Jambul, and had the place tostay in Jambul. Then we learned that this army that was Polish army made ofprisoners and --"
Q: Right.,"A: -- ex-prisoners and people who came close, because the Russians would not givethem tents. Only in the winter they were at the regular tents without any heating,and any clothing and the food, suppo -- there were a hundred thousand people,practically -- not -- not hundred thousand, but at least -- they gave the food only for40,000 people, so the people were --"
Q: Hungry.,A: -- really starving there.
Q: Yeah.,"A: So the Russian suggested, you go south, and Sikorski, and -- and ish -- andSikorski and the Russian -- not the Russian, English forces, suggested that you gosouthern part of Russia, and then get out into the Middle East under the Britishjurisdiction. So that happened, and these people went there. We still did not havethe right of it, and I did not know where is my father, because only the families ofthe military people who were going there, had the chance to go as families of thepeople or -- in -- in the army. And every day then, from -- I started working, I had to The following transcript is the result of a recorded interview. The recording is the primary source document, not this transcript. It has not been checked for spelling nor verified for accuracy. This document should not be quoted or used without first checking it against the interview.The interview is part of the United States Holocaust Memorial Museum's collection of oral testimonies. Information about access and usage rights can be found in the catalog record.103Interview with Maria Pawulska RasiejMay 8, 2013work, because I was then 15 in January, although my December date doesn't count,Iam 16 from the first of January, even though the whole month I'm not yet 16. Ihad to work in the butink -- you know what butinki are, the --"
Q: The -- these are --,A: -- pressed --
Q: Yeah.,A: -- pressed shoes from wool -- pressed wool --
Q: Yes.,"A: -- that you roll. I was in factory of this, so cleaning the wool cut off the sheep,and then separated, they would take it in another room to wash it, and then theywould take it on the combs, and sewing and all that kind of thing. That was not partof my job, my job was only this, except that it was full of this prickly --"
"Q: Yeah, hurts your fingers.","A: -- things, right. So my hands were always in pain, because it's all dirty, pricklywool, straight from the lambs. But anyway, I worked, and at one point th-the -- itwent bankrupt. Can you imagine in Russia, it goes bankrupt? How'd -- it's -- themoney in Russia goes from one pocket to another pocket. It's not that some owns it-- somebody owns it --"
Q: That's right.,"A: -- some -- probably some -- some people made some bad things, and they kickedhim out, and so the factory --"
Q: Closed.,"A: -- folded. But then, this is now coming to the summer, and the more and more we-- people were passing by, and some of the trains, the cattle trains full of theprisoners are passing by, and because Jambul was quite a big station, and also thewar is going on, so the trucks are needed for soldiers, so these trains are staying,sometimes for a few days, and I would go and look for my father among thethousands of people who are passing, and asking -- and some people said, oh yes, Iknew him. So somehow I would give them something to eat I brought myself. Youknow, these people were hungry."
Q: Hungry.,"A: And you know, they -- whatever you call -- their cloth was in pieces. They sem --they themselves were, you know, like the remnants of human beings, after two anda half --"
Q: And this was Anders's army?,A: Hm?
"Q: These were prisoners, or Anders's army?","A: This is the prisoners from gulags who were let out -- The following transcript is the result of a recorded interview. The recording is the primary source document, not this transcript. It has not been checked for spelling nor verified for accuracy. This document should not be quoted or used without first checking it against the interview.The interview is part of the United States Holocaust Memorial Museum's collection of oral testimonies. Information about access and usage rights can be found in the catalog record.105Interview with Maria Pawulska RasiejMay 8, 2013"
Q: To become.,"A: -- to go, to join to the army."
Q: Got it. Got it.,"A: So they're still prisoners actually, but free, going to join Yangiyo""! which is nearTashkent, near Samarkand, where the Polish forces were forming, before theywere to go to Persia and Iraq. Persia, it's Iran."
Q: Right.,"A: At that time, shah was still there. And anyway, this is still -- I cannot predictwhat will happen, but I'm looking for my father so he can go and join the army --"
Q: Yeah.,"A: -- and put us on the list as his relative, so we can come also, to get out of --"
