Question,Answer
Q: Okay.,"A: -- that tended -- were there to help in some way, to give loans, or whatever. Butthere were conditions, and the conditions were ridiculous, and my father hadrefused help. One condition was that we were to live in a furnished room --"
"Q: Oh, I see.","A: -- to save money. But my father said, but we have furniture, what is the point ofthat? The other condition would be that he would leave New York, and start hispractice in Elmira, upstate, because there were too many --"
"Q: That's right, doctors.","A: --refugee doctors in New York. And my father went up to Elmira -- I think itwas Elmira, I may be wrong. It was an upstate town, but I-- and I do think it wasElmira, I -- I could be a little off on that. And he went and looked the place over,and thought, I'Il never make it here, I'Il never fit in, I'1l never make it. If I don'tdrink with the locals at the country club, there won't be a practice. You know, itwasn't -- he recognized that it wasn't his milieu."
Q: Yeah.,"A: So he refused aid, and we kept our furniture, and [indecipherable]"
Q: And your apartment.,A: -- to practice.
"Q: Yeah, and your apar -- so when did you find out about what had happened to the","A: At different stages during the war years. At one point there was -- I don'tremember the name of the town -- there was an article in the ""New York Times,""about a massacre of Jews in my father's town, which was close to PrzemysSl, but itwas another town. And my mother saw it and cut it out of the paper, she didn't wanthim to see it from reading the paper. And she told me what it was, I was quiteyoung then, and she told me what it was, and she said, if he asks, you cut out apicture of a dress, or you know, whatever.The following transcript is the result of a recorded interview. The recording is the primary source document, not this transcript. It has not been checked for spelling nor verified for accuracy. This document should not be quoted or used without first checking it against the interview.The interview is part of the United States Holocaust Memorial Museum's collection of oral testimonies. Information about access and usage rights can be found in the catalog record.70Interview with Erika TamarDecember 18, 2015"
"Q: Something, yeah.","A: I think they -- there were news reports, they had a pretty good idea all along thatthere would not be a surviving family. When my cousin survived, it was a greatsurprise, you know, great joy. And she found it amazing that he could evenremember the name Tamar in New York City. But when he and his brother wereseparated from their parents, the last thing his mother said to him, remember, Dr.Tamar, New York City, you know. His mother and my mother were two yearsapart, but almost looked like twins, they looked so much alike."
Q: No kidding?,"A: And when he saw my mother for the first time, it was very shocking to him,because she looked so much like his own mother. He lived with us when he came,and I became very, very close to him, He was 17, I was 13. And at that stage, Iknew more than I maybe should have about all details of the Holocaust, because hetalked very freely to me, and I listened. And -- but before I was 13, I knew what washa -- I knew why we had left Vienna, I mean --"
Q: Yeah.,"A: --I knew about the Holocaust. And I also, as my parents knew, that it was verylikely that no one would have survived."
"Q: So when he did come, do you re-recall some of the things he told you?",A: Pm sorry?
Q: When he did arrive in the United States --,A: My cousin?
Q: Yeah.,"A: Well, he told me about --"
Q: His own experiences?,"A: -- his years from age 12 to 17, when he went through I don't know how manycamps. He wrote a book, which was quite --"
"Q: Oh, you told me about that, yes.",A: -- well received.
Q: That's right.,"A: I will say that when he wrote the book -- I mean, he wrote it out because hischildren had asked, and he wrote with great pain and his wife told me that as he waswriting, tears were streaming down."
Q: Sure.,"A: And he's a sort of a tough guy, you know, but he wrote with tears streamingdown. But he, I think as an adult was more mellow. So the book -- some things inthe book are slightly more mellow than what he felt as a teenager."
"Q: Yeah, yeah.",A: You know.
Q: Did you ever go back to Vienna?,A: No.
Q: Did your parents ever go back?,"A: No. I've gone to Europe, but I -- there's no way on earth that I would want to goback to Vienna. Actually a close friend of mine, who was one of the originalViennese children from way back when, celebrated a birthday in Vienna, and awhole bunch of them went, and I thought, well that would be fun, and I made thereservation, and one of my sons was going to go with me. And then at the lastminute I thought, I can't do this. I cancelled. I--I just don't -- I mean, I didn't leaveunder benevolent circumstances. I don't have any relatives there, it's not like there'ssomeone that I need to see, and I have no desire whatsoever to have anything to dowith them. I do my European travels in places I love: France, Italy, Spain."
"Q: Okay. Did -- okay, so no one from your family has returned, you have not","A: No, because I really didn't remember them at all. I didn't know anything aboutwhat they had done, until that conference in 2002, when one of the children frommy ship put together a-- which I'm sure is in the museum, a wonderful bunch of The following transcript is the result of a recorded interview. The recording is the primary source document, not this transcript. It has not been checked for spelling nor verified for accuracy. This document should not be quoted or used without first checking it against the interview.The interview is part of the United States Holocaust Memorial Museum's collection of oral testimonies. Information about access and usage rights can be found in the catalog record.73Interview with Erika TamarDecember 18, 2015pages telling the story of what had happened, and then of course, through StevePressman(ph). But before that, I knew -- I didn't know anything about theKrauses(ph)."
Q: But your father and mother did keep in touch with your foster family for a while.,"A: Yes, beca --well, because they kept appearing and my father and mother had tobe forever grateful."
Q: Okay. Okay.,"A: I don't think they sought them out, but --"
Q: They would appear in their lives.,A: We were their good deed.
Q: I see.,"A: You know, so they -- they really wanted to be in touch."
Q: Okay. Is there something else that you would like to add to what we've talked,A: Tca--I think I've --
Q: I think you've covered a lot of bases.,A:-- mostly told you my story.
Q: Yeah. Did you tell your kids?,"A: Yes, of course.The following transcript is the result of a recorded interview. The recording is the primary source document, not this transcript. It has not been checked for spelling nor verified for accuracy. This document should not be quoted or used without first checking it against the interview.The interview is part of the United States Holocaust Memorial Museum's collection of oral testimonies. Information about access and usage rights can be found in the catalog record.74Interview with Erika TamarDecember 18, 2015"
Q: Okay.,"A: Pve written about it, but not directly."
Q: Okay. How have you written about it?,"A: I wrote a YA about the New York years, you know, being a refugee, and thedifferent aspects of the refugee experience, living in New York. And it wasn't -- it'sa fictionalized version of me, and you know, I do write fiction. I tell more truththrough fiction. Then I wrote a book about the orphan trains, that in the 20s, theywent from New York City to the Midwest."
Q: Okay.,"A: And I--I saw something about it on television, and I felt an identity with that. SoI wrote about the orphan trains, but I put in some of my experience, and some of myfeelings, though of course it was a different nationality, different time, I wasn't anorphan, but --"
"Q: Explain to people who -- who -- who will not know, what is a YA?",A: Young adult.
Q: Okay.,A: A teenage novel.
"Q: So you are a writer of -- The following transcript is the result of a recorded interview. The recording is the primary source document, not this transcript. It has not been checked for spelling nor verified for accuracy. This document should not be quoted or used without first checking it against the interview.","A: ma writer of children's books, and mostly teenage novels, some middle grade.Two picture books, but words only. Unfortunately, I can't do art."
Q: Okay.,A: Twenty-two books altogether.
Q: That's quite an achievement. Tell me the title of the one that's about the refugee,"A: The refugee in New York. They changed the title, I like my original title. Myoriginal title was ""Goodbye Rita Hayworth."""
Q: Okay.,"A: Which worked with what my story was about. But Rita Hayworth at that timewas on the verge of dying, and they said to put out a book with that title would bevery bad taste. Of course I didn't mean it that way."
Q: Yeah.,"A: They changed it to ""Goodbye Glamor Girl."""
Q: Okay.,"A: Which I never absolutely loved, but you know, it's -- it's partly the refugeeexperience, partly me, partly my love of acting, and movie star -- you know, it's --it's a mixed bag."
Q: All of it.,"A: The Irish orphan train story was ""The Midnight Train Home"""
Q: Okay.,"A: And I'm very fond of that book. You know, I -- I do like writing historical, I dolike doing the research. And parts of -- whole chapters are my story, but a whole lotof it is not at all."
Q: Okay.,A: So---
Q: But this is how you have expressed it. This is how it has come out in your,"A: I thought -- I did think of writing directly about the Kindertransport, and I reallycan't. For one thing, I would have to write it from a four or five year old's point ofview, in order to be authentic. And for what audience, you know, who's going toread a four year old's story? Also, I don't think I really wanted to revisit it. 1--Iexpressed myself in other ways, through fiction."
"Q: Okay. Well thank you. Thank you very, very much.",A: Thank you. Thank you so much for your interest.
Q: Okay. It i-- it's a wonderful story that you have shared with us. Sad in the,"A: Happy endings are good.The following transcript is the result of a recorded interview. The recording is the primary source document, not this transcript. It has not been checked for spelling nor verified for accuracy. This document should not be quoted or used without first checking it against the interview.The interview is part of the United States Holocaust Memorial Museum's collection of oral testimonies. Information about access and usage rights can be found in the catalog record.77Interview with Erika TamarDecember 18, 2015"
Q: Yeah. And --,"A: So many of the kids lost their parents, the other kids that --"
Q: Yes.,A: -- we came here with.
"Q: Yes, yes. So I-- with that I will say, this concludes the United States Holocaust",A: Thank you.
