Question,Answer
"Q: And he was so innocent, he's a baby. He's a baby.","A: Yeah. All the babies in the camp died. Eight hundred people were there, andonly one survived."
Q: Only one baby?,"A: But that pe -- pe -- person -- that family was privileged for some reason. I don'twant to talk about it, but -- but there were people that were trying to give someothers that maybe had some -- something wrong, or -- I --I -- I really don't know why-- why that f-family was giving out some other people."
Q: You mean they were informing on other people?,"A: Informing, yeah. And they -- and they -- every day they could get a glass of milkfor that baby. My mother -- of course we -- we saw, because the -- we have windowsand we see, you know, people wa -- people walking in front. And so when uri --Jereczek was so much -- so sick, she would go to -- to that pryncidacin(ph) and askhim. He was the only one that had a cow. He was -- he was in charge of the camp.And so my mom went, and I remember she came with the glass of milk, gave -- andgave him that, you know, what's glass of milk, you know, just -- but, better thannothing. And -- and that was the last glass that he -- that he had."
Q: So it was --,A: The only glass.
Q: The only glass.,"A: But there was no meat, no -- no nothing. Bread and water. And our family didn't-- didn't have money, and we just exchanged our clothes for -- for food, for bread,for potatoes. Potatoes they had the lot. So-- so we could get. Once my mother said,I will go, because she felt sorry for us, but I don't know how many time -- timesIrka(ph) went, but I went once with a couple lady friends, and they took me with,and I exchanged fo-for -- for potatoes, so that was okay. I -- 1 took the sled with me,and put the bag on it, bu -- and nothing happened. But when my mom went, forsome reason, they froze. Maybe she was resting too much, and maybe laying downon -- on ice, or something. So --"
"Q: You know something, we'll break for a minute.",A: Okay.
"Q: I'm going to make a phone call, and then we'll continue until lunchtime, okay?",A: Okay. [break]
Q: We're -- we're talking again.,"A: Oh, oh, we're talking."
Q: We're talking again.,A: Uh-oh.
"Q: Oh yeah. But we -- we -- before we cut and you know, cut the camera, we were",A: For me that was very -- I never forget that. I still remember grave of Jereczek.
"Q: Oh, really?","A: Irka(ph) and I, we made a fence around. Can you imagine, two little girls? Wedug f-- to put the --"
Q: Coffin in?,A: -- posts --
Q: Okay.,"A: --into. We figured out how to put the -- around the grave, and -- and we -- wemade -- put the grass on the -- and planted some wildflowers, because we tried toplant -- our babcia that sent from Wolkowysk those flowers, seeds that she send us.And they didn't want to grow. But we did plant and -- and found out that they don'tgrow. But to us --"
Q: Where did -- where was -- where was his grave in the compound?,"A: There -- there was a -- a cemetery, because those Russian people, when they weredeported, they were dying out. So there were some graves, but those graves, someof them had crosses, some of them already -- because it was 20 years, and the onlything there was is a wooden cross."
Q: Did your brother have a wooden cross?,"A: Yes.The following transcript is the result of a recorded interview. The recording is the primary source document, not this transcript. It has not been checked for spelling nor verified for accuracy. This document should not be quoted or used without first checking it against the interview.The interview is part of the United States Holocaust Memorial Museum's collection of oral testimonies. Information about access and usage rights can be found in the catalog record.103Interview with Stanistawa TobisJanuary 28, 2015"
Q: Were you able to put his name on it?,A: It's the --
"Q: Not really, huh?","A: I--I don't think we put the name. I don't think we thought about it. We justdecorated. The flowers, the -- the little wianki, you know, to hang up on a-- wianekis -- how do you say wianek? From the flowers, you make the circ --"
Q: A wreath?,A: A reef.
Q: A wreath.,"A: A reef, yes."
Q: Okay.,"A: Little reefs on it, you know. And -- or -- or put just bouquet o-of flowers on thegrave. We -- we a -- if not every day, then every second day we would go to hisgrave. And the -- it was -- we kept that as a -- as our part of responsibility. And mymo -- our mother, once in a while she would go, and she would praise us and say,you know, that's -- that's the right thing to do, and -- and we --"
Q: How was she doing? How was your mother doing after this -- after all this,"A: She -- she did good, and that's when she started getting those migraines. And sh--and sometimes her migraine would last for two, three days. And she would -- oneday she says, cut -- cut my hair. And she had already long hair. And -- and she justtook scissors, and -- and he says, oh just cut there. And I didn't know how to cut,you know, so I took -- I think she had made into a one -- one of those braids. Abraid, and -- and she just took that braid, cut here. And she didn't care, because she"
Q: Because the weight of the hair was hurting her?,"A: Yeah, that's what she thought, that the weight of the hair is causing her -- but,you know, it didn't help. And she would -- tie a scarf on her head tight, do it tight,you know, and oh she -- she suffered."
Q: She was suffering.,"A: And with migraine, I know if I wouldn't take the pill, those that are helping --one lady in Joole(ph) told me what to take, and -- and it's cheap, and -- and I can getat Walmart. But oth-otherwise, I don't know what I would do, because doctorsalways try something that they think it helps. Not everyone helps. But now -- now I-- always take that aceen -- aceenominophen(ph)."
"Q: But you know, for a person who was in the situation that your mother was in,","A: Well, th -- over there, there was an -- nobody knew about cancer, period, and --and -- and those were not old ladies. There were -- there were some pu -- people thatwere deported with the -- grandmothers. And -- but those grandmothers were taken,and they said, we're taking them to the place that when they -- where they get better,and they apparently poisoned them, because no-nobody s-saw one of them. So allthose grandmothers were destroyed from this -- this earth."
Q: From your -- from the --,A: From the camp.
Q: From the camp.,"A: From the camp. But lucky mi-- my mom was just 43, or some -- between 43 and45. So she was a young person. So they apparently thought that their podoszok(ph),which is a little -- a little bit of powder, that's the podoszok(ph). And that's whatthey gave each time she -- she had to go to that pryncidacin(ph)."
Q: Pretzidatto(ph). What does pretzidatto(ph) translate as?,"A: This is manager.The following transcript is the result of a recorded interview. The recording is the primary source document, not this transcript. It has not been checked for spelling nor verified for accuracy. This document should not be quoted or used without first checking it against the interview.The interview is part of the United States Holocaust Memorial Museum's collection of oral testimonies. Information about access and usage rights can be found in the catalog record.106Interview with Stanistawa TobisJanuary 28, 2015"
Q: Was this a person who was a military person?,A: Yes.
Q: Okay.,"A: I don't know if he is military, but -- but probably that's -- in a way, he is."
"Q: A government official, though?","A: I think so, because he was in -- in charge of us."
"Q: You said 800 people were in this Shilova, yeah?","A: Tushilova(ph), yeah."
"Q: Yeah. Tushilova(ph), or --",A: Tushilova(ph).
"Q: Tushilova(ph), okay.",A: Yeah.
"Q: And -- and that the adults were taken away that could work, to work in cutting",A: Yes.
Q: Can you describe how that settlement looked? Was it in -- you mentioned that,"A: Forests all around. And only some places became bogs, and those bogs thendestroyed that -- the trees. So those are the ones that I and Irka(ph) were -- we werelooking for --"
Q: What about --,"A: --to cut down, because they were lighter to begin with."
Q: Right.,A: And -- and ready to be put into fire.
Q: What -- what did the -- how many buildings were there to house these 800,"A: Ah, I don't remember exactly, but probably eight. And each building -- the onethat we were, were eight of those rooms --"
Q: Okay.,"A: -- for some families -- there were some families like eight people in one, so theygot the ha -- one room. But since our was only five, and a baby, so apparently theydidn't count, or they didn't think that he will live. And us stayed with two familiesin one."
Q: So it would be like eight large buildings and maybe eight to 10 rooms per,"A: Something like that, and -- and some more, because -- because they were a largefamily."
Q: And you said one family got special treatment because they informed on others.,"A: Mm-hm, yeah."
Q: So what kind of things could they inform on?,"A: People would, after work would meet and talk, you know, what would be, what-- for instance we -- we were sitting at the table, and -- and that was making -- I don'tremember exactly, but that -- whatever we were using, we would put finger on it,and that thing would be energized, and go from -- and we would ask, and -- and itwould spell wha --"
Q: Like a Ouija board.,"A: Ouija board. And -- and you know, that kept us going, because we believed thatthat thing tells us the -- the truth."
Q: I see. So they would report on these kinds of activities.,A: Yes.
Q: Okay.,"A: And -- or, we would -- on Sundays, we would get together into one room andpray."
Q: Was there a priest in -- amongst the 800?,A: Not -- not in our -- not that we knew.
Q: Okay.,A: Not in our camp. I'm -- I know there were --
Q: Okay.,A: -- but not in our camp.
"Q: And you said that every baby that came to that camp died, except one. Were","A: Yes, yes. Oh, I have to tell you that one. My brother worked in the summer.Whatever tree, or -- or those woods they were cutting, now, when the lake --"
Q: Wasn't frozen.,"A:-- wasn't frozen, then they took that -- that circle, because they were throwinginto water -- and -- and into -- inside of the circle, and were -- with a special -- I haveit in my book."
Q: Was it a special instrument of some kind?,"A: Special thing, primitive, but they made it, and then they could pull, they -- on --on the shore. They could turn that. And that was moving the -- the wood towards theopening in the lake where the river starts. In -- and then they, on a river, they wa --they go on a shore walk. And -- and they watch where there is like a turn, and at theturn, and the -- the wood gets stuck.The following transcript is the result of a recorded interview. The recording is the primary source document, not this transcript. It has not been checked for spelling nor verified for accuracy. This document should not be quoted or used without first checking it against the interview.The interview is part of the United States Holocaust Memorial Museum's collection of oral testimonies. Information about access and usage rights can be found in the catalog record.110Interview with Stanistawa TobisJanuary 28, 2015"
Q: So they would try and guide the logs from the water --,A: To -- right.
Q: -- from the lake to the river.,"A: -- to the oma -- to the Onega river, because this one's smaller, Kosh(ph) river,and that I remember. And -- and to the ome -- Onega --"
Q: Omega?,"A: Onega, Onega."
Q: Onega.,A: Onega river.
"Q: Onega river, okay.","A: And then -- and then they let it go, wherever -- wherever some -- something elsetakes over. So my brother and in a group of those men, was -- and there was anotheryoung boy. I'm sure there was couple -- couple of them. That one was fourth gradehigh school, and my brother was only second grade. So --"
Q: Second year of high school.,"A: Second year of high school. So--so my -- my brother was in a boat with theyoung men -- young boys. And -- and my -- and his friend was sitting on the samebench, but he's on this side, and -- and -- and Urich(ph) on the other side. So when --when they came to the [indecipherable] waterfall, then they -- the Russian, The following transcript is the result of a recorded interview. The recording is the primary source document, not this transcript. It has not been checked for spelling nor verified for accuracy. This document should not be quoted or used without first checking it against the interview.The interview is part of the United States Holocaust Memorial Museum's collection of oral testimonies. Information about access and usage rights can be found in the catalog record.111Interview with Stanistawa TobisJanuary 28, 2015whoever was in charge of that group, said that they have to go down on thewaterfall."
Q: They have to go down the waterfall.,"A: On the waterfall, with the boats. So the old man, I guess more knowing how to --how -- how to operate that, you know, water and the -- and the boat. So they wentdown, and they were okay. But then comes that -- this young boys"" boat, and it wentstraight into water and filled up with water, and they got up out of the water. But inthe middle of the Stasek(ph), my bro-brother was on the right side towards theshore. And th -- and the people that was on the shore threw the rope to him, pulledhim out. Urich(ph) jumped towards the middle, and the middle, there was --"
Q: A current?,"A: --rocks. And he stood on that, and that was the s -- the last thing that peopleheard from him. And -- and the father was watching."
Q: Oh my. Oh my.,"A: And then the father was looking for him for whole week until they found hisbody. And -- and the mother was -- oh, you could hear all over, her crying."
Q: All over the camp.,"A: She was crying so -- every day, every day. That's the worst thing, I think."
Q: Yeah. Yeah. How long did you stay in this camp?,"A: Until --I was looking, but I forgot already. Oh, til -- til January 17"" of deg42."
Q: Of deg42?,A: Yes.
Q: So that meant you were there almost two years.,A: Right.
Q: And how -- how did you find out -- what happened that you could leave? What,A: I think -- I think men always find something faster than -- than we did.
Q: Okay.,A: They -- they were already allowed to go not -- not to work. So they came to thecamp [indecipherable]
Q: There were some men who came to the camp?,"A: All those husbands and -- and wives, even wives were there [indecipherable]also were there, working."
"Q: You mean who were logging, who were cutting branches? Okay.","A: Who were logging, yes, yes."
Q: Okay.,"A: So they -- they came to -- to the camp, and they already knew that Polish army isbeing organized and where, all this.The following transcript is the result of a recorded interview. The recording is the primary source document, not this transcript. It has not been checked for spelling nor verified for accuracy. This document should not be quoted or used without first checking it against the interview.The interview is part of the United States Holocaust Memorial Museum's collection of oral testimonies. Information about access and usage rights can be found in the catalog record.113Interview with Stanistawa TobisJanuary 28, 2015"
Q: And --,A: So they were informed.
Q: And --,"A: I guess Russians were informing these Polish people that they can go, and theyare free. That we are free."
Q: And -- and about when did the -- did this news come by?,"A: I--e--in November. But it was August -- August, I think, of -- of ""42."
Q: Forty-one.,A: Forty-two.
Q: You said --,A: Or 41?
Q: -- you left in-- in January deg42.,"A: Forty-two, yeah."
Q: Okay.,"A: Oh, that's right, so deg41. And -- and my -- my brother came and -- and theycouldn't work any more."
Q: Okay.,"A: So -- or were not allowed, or something like that. So-- so my -- my brother and --and there was a nice gentleman that he organized that group. I think I-- in book The following transcript is the result of a recorded interview. The recording is the primary source document, not this transcript. It has not been checked for spelling nor verified for accuracy. This document should not be quoted or used without first checking it against the interview.The interview is part of the United States Holocaust Memorial Museum's collection of oral testimonies. Information about access and usage rights can be found in the catalog record.114Interview with Stanistawa TobisJanuary 28, 2015everything is right, not here. So -- so they -- they did get as a group, and decided to --to leave. I think it was 11deg of November, and it's a -- I think -- I don't know."
Q: Your brother was part of this group?,A: Mm-hm.
Q: So he left you and -- he left with the group.,"A: And -- and -- and my mom gave him a lot of -- not a lot, whatever he had -- shehad, money, whatever she saved. And -- and -- and -- and my brother says, no, no,no, I am not gonna take. But then he's already on the lake, and she says go and givehim -- you have to give him, I cannot keep this. We will sell -- sell some -- some ofthe clothes. So -- so I ran after him, I catch him, and -- and I say -- say to him,Mamusha said you -- you have to have it. And he says no. So he was as stubborn asmy sister, and he didn't take it."
Q: He didn't take it.,"A: So--so I--I brought on that, I -- but I swa -- I think it was like 70 or something.So -- so then -- then we sta -- started saving money for our trip."
Q: Okay.,"A: Because in order for us to leave, we as a family of a soldier, we were allowed toleave the Siberia. If we didn't have nobody, we wouldn't.The following transcript is the result of a recorded interview. The recording is the primary source document, not this transcript. It has not been checked for spelling nor verified for accuracy. This document should not be quoted or used without first checking it against the interview.The interview is part of the United States Holocaust Memorial Museum's collection of oral testimonies. Information about access and usage rights can be found in the catalog record.115Interview with Stanistawa TobisJanuary 28, 2015"
"Q: So does that mean because your brother was a soldier, or because your father had",A: And the father also.
Q: Did you know where your father was at this point?,A: I-- we received one -- I was looking here at that postcard from my father --
Q: Okay.,"A: --in Russian. I don't think my father was writing, only his signature was there."
Q: Okay.,"A: But he said wherever -- wherever you are, try to go in the direction of -- again, aplace where -- where the Polish army is organized."
Q: Okay.,"A: So --so that -- that was our destination, and th --"
Q: And did your f-- excuse me for interrupting -- was your father also released?,A: Yes.
Q: Okay.,"A: But father was with awful, awful, awful condition. And got four --I think fourrubles for two years of -- of gulag."
Q: Wow. Wow.,"A: Big rewa -- big reward.The following transcript is the result of a recorded interview. The recording is the primary source document, not this transcript. It has not been checked for spelling nor verified for accuracy. This document should not be quoted or used without first checking it against the interview.The interview is part of the United States Holocaust Memorial Museum's collection of oral testimonies. Information about access and usage rights can be found in the catalog record.116Interview with Stanistawa TobisJanuary 28, 2015"
Q: Okay.,A: But he wa --
Q: Did he eventually leave the Soviet Union?,A: Yes.
Q: In 1940 --,"A: He joined. In the book look for -- for -- I-- I have two pictures. One that he's justjoined, and then when he is already in better shape."
"Q: Ba -- okay, but he was able to leave the Soviet Union during these -- these",A: With the Polish -- with the Polish --
Q: With the Polish --,A: -- army.
Q: Okay.,"A: And they hi-- they didn't want him to be served in the army when he wasyounger, but this time they --"
Q: They took him.,"A: -- they took him and -- and -- and were very happy, and he was very happy. Hewas driving a truck or something there, you know, delivering, you know, ammuni --ammunition during the war, and he -- he did -- did his good -- good job.The following transcript is the result of a recorded interview. The recording is the primary source document, not this transcript. It has not been checked for spelling nor verified for accuracy. This document should not be quoted or used without first checking it against the interview.The interview is part of the United States Holocaust Memorial Museum's collection of oral testimonies. Information about access and usage rights can be found in the catalog record.117Interview with Stanistawa TobisJanuary 28, 2015"
"Q: Service, yeah.","A: Yeah, good service."
"Q: So -- but di -- you didn't meet up, you didn't see him at this --","A: I-- we didn't see him until -- in a -- in United States in ""43."
Q: Fifty-three.,"A: Fifty-three, that's right."
"Q: Fifty-three, yeah.",A: Thanks.
"Q: I see. All right. So you -- you'd know -- your father is in a gulag, he is released,",A: Mm-hm.
Q: And you start planning to leave.,A: Yeah.
Q: And preparing to leave.,A: Yeah.
"Q: Okay. So your preparations involved earning more money, was that it?","A: Ner -- well, we had to go to -- across the lake to exchange. And this time, ofcourse, we wanted m-money."
Q: Yeah.,"A: Because we needed money, we have to pay for -- for the sled to take our trunkand us and whatever. And it wasn't so easy this time, because they had enough.People sold or exchange so much, you know, that --"
Q: They didn't need any more things.,"A: -- they didn't need. So I think we -- we couldn't do much, and my mother just hadenough to pay for our trip to the station."
Q: The railway station.,"A: Railway station. And -- and she says, on the way we'll be trying to sell. So inthose villages that we had to stop, then she -- every time we stopped in the evening,she would go and -- and start selling. And she sold enough to -- for us to pay for ourtrain tickets, and some for food."
Q: Okay.,"A: That -- so it wasn't. But she was selling everything the best. Nobody wanted tobuy her suits, because she had some suits for sale. But that she -- who wears, youknow, skirt and -- and -- and beautiful jacket, you know, in Siberia?"
Q: Yeah.,"A: So --so she -- one -- one time she was in a house of a-- a woman, and sh -- andshe was taking care of her granddaughter. And that grotter -- that grandda-daughtersaw my mother wearing nice hat, knit hat, you know, and -- and -- and Mama -- no,Grandma, I want that, I want that. And -- and -- and -- an-and Grandma was afraid to-- to ask. But -- but finally that one so -- trying so hard. And my mom says, I can sellthat. So--so my mother gave her that hat. And she gave my mom a loaf of bread,hundred rubles. And yet she gave -- she told my mom, come tomorrow morning, I'Ilgive you another loaf of bread."
Q: Wow.,A: So---so that was such a --
Q: A huge thing.,"A: -- huge thing. And -- and small knit hat, you know, but -- but to -- to that little -- ofcourse grandma always buys everything for --"
"Q: Grandchildren, yeah.",A: But she didn't have to give so much --
Q: Money.,"A:--money, yeah. So -- so she -- she was lucky."
Q: And that helped you.,"A: And that -- that was another addition, and so we gradually had enough money togo. And -- and she had on -- on herself another 300 rubles. Oh, I didn't tell youabout my uncle from Moscow."
"Q: Oh yes, tell us, because you mentioned in the beginning that he had been helpful",A: Mm-hm.
Q: Okay.,A: So --so he -- with -- we'll regress. It was a few days before -- [doorbell rings]
"Q: Okay, hang on. [break]","A: He asks me -- I was corresponding with him after we came, and he asked meafter I published my -- my book, he asked me to send him a couple books, and -- andhe was the one, he was working at -- what is the name of it? Where y -- what youmay -- what you work now?"
Q: At the Holocaust Museum?,A: Holocaust Museum.
Q: Uh-huh.,"A: So -- so --and I don't remember his ma -- name, because it was five years ago."
"Q: Oh, okay. And you met him in Italy, in Monte Cassino?","A: Ye -- well, we -- we took a trip from Chicago to -- but I don't know if that was agroup only from Chicago, it's possibly, that we didn't get anybody else. But -- ohno, he wa -- he lived by the Washington, D.C."
Q: I see.,"A: By the -- yeah, by the Washington, D.C. Because he'II -- he lived there, and he --he volunteered there."
Q: I see.,"A: So he was there. He was so nice gentleman. Took me to -- in Viedin(ph), to theopera. I was -- when we were talking, and I said oh, I wish I could go to the opera,because we were -- on our tour we were visiting Vienna, and then cemeteries wherea la -- about thousand -- more than thousand Polish soldiers were buried. So we weregoing, you know, from one place to the other, and then we came friends, you know,so -- So --"
Q: And you don't remember the gentleman's name?,"A: No, I don't remember his name. Five years only. And remember -- remember si -- how many, 70 what? Seventy-five siver -- from Siberia. A2: Rozhanski(ph)?"
Q: And you don't remember the gentleman's name?,"A: No, no, no, that was a Jew. A2: Oh, oh, oh, oh. The following transcript is the result of a recorded interview. The recording is the primary source document, not this transcript. It has not been checked for spelling nor verified for accuracy. This document should not be quoted or used without first checking it against the interview. The interview is part of the United States Holocaust Memorial Museum's collection of oral testimonies. Information about access and usage rights can be found in the catalog record.122 Interview with Stanistawa Tobis January 28, 2015"
Q: And you don't remember the gentleman's name?,A: A Jewish --
Q: Person.,A: A Jewish person.
Q: You're telling me now about a Jewish person you met --,A: Mm-hm.
"Q: -- when you were at Monte Cassino at the 75"" anniversary --",A: Mm-hm.
"Q: -- to commemorate, y-you know, the soldiers --",A: My brother.
"Q: -- who had fallen, for you was your brother.","A: Right, and my brother."
Q: Yeah.,"A: And I thought he wasn't there, so I-- so I want to go instead of him, for him."
"Q: Yeah, for him.",A: And that -- tha -- and I don't remember --
"Q: Well, that's a nice experience.","A: Yeah. I don't remem -- he -- at th -- each cemetery he would go only to the cornerwhere the Jewish soldiers were buried. So -- so he would go there, and I would go to-- to look at the Polish -- The following transcript is the result of a recorded interview. The recording is the primary source document, not this transcript. It has not been checked for spelling nor verified for accuracy. This document should not be quoted or used without first checking it against the interview.The interview is part of the United States Holocaust Memorial Museum's collection of oral testimonies. Information about access and usage rights can be found in the catalog record.123Interview with Stanistawa TobisJanuary 28, 2015"
Q: Polish.,A: -- soldiers. And I don't know if th -- anybody was -- probably in -- in MonteCassino were my brother's friends --
Q: Could be.,A: -- buried.
Q: Could be,A: But my brother was injured.
Q: At Monte Cassino.,"A: At Monte. He says his best time was there, because they didn't have the -- howdo you c-call wismayrjits(ph) for the pain."
Q: They didn't have painkillers?,"A: Yes, th-they gave him bottle of whisky."
Q: Oh.,A: He says once he [indecipherable]
"Q: No pain, huh?","A: He did not need that, I think."
"Q: Okay. Well, before the break, we were talking about -- we were talking about",A: Mm-hm.
Q: -- including the knit hat.,A: Mm-hm.
Q: And then we stopped at the point where you said your uncle and wa -- in,A: Mm-hm.
Q: -- at this time. So explain to me in what way he was helping you and your mother,"A: Okay. Shortly before we left Siberia, my - my mom was wondering how can weget the money. And -- and I don't know if she has written to -- to my aunt in -- my --no, babcia."
Q: Your aunt -- yeah.,"A: Ma-- my mom's aunt in Wolkowysk, or -- or not, but I know that that was theaunt of also uncle -- I don't know if I call -- told you right name. He was Joseph."
Q: I don't remember.,A: But --
"Q: I don't remember, but you did mention -- The following transcript is the result of a recorded interview. The recording is the primary source document, not this transcript. It has not been checked for spelling nor verified for accuracy. This document should not be quoted or used without first checking it against the interview.","A: The one in Moscow, his name was Joseph."
Q: -- the one who -- who had -- the one who was inducted in the tsar's army --,A: Yeah.
Q: -- and could not leave the Soviet Union --,"A: Mm-hm, mm-hm."
Q: -- after the Bolshevik revolution.,"A: Yes, that's the one."
"Q: So he was in Moscow, mm-hm.","A: Yeah, so -- so he apparent -- she apparently, the aunt wrote to him and told himthat we're in need of money. So my mom sent us to the post office. We -- we had togo, I don't know, maybe eight kilometers to -- to the main aw -- post office, to pickup the letter. And we got the letter and we come home and -- and -- and I look atthis, and this is from Uncle Joseph from Moscow. So -- so -- and of course whenMama opened this and -- and si -- found 300 rubles, that was all that we needed."
"Q: Oh my. So that helped, that helped.","A: So that yes, that helped us. Hundred -- hundred thou -- thou -- rubles for eachperson --"
Q: Okay.,"A: -- on the -- on the train. But not on -- on the sled.The following transcript is the result of a recorded interview. The recording is the primary source document, not this transcript. It has not been checked for spelling nor verified for accuracy. This document should not be quoted or used without first checking it against the interview.The interview is part of the United States Holocaust Memorial Museum's collection of oral testimonies. Information about access and usage rights can be found in the catalog record.126Interview with Stanistawa TobisJanuary 28, 2015"
Q: So she still had to pay for that.,"A: For that she paid, a-and -- and only she could ride, and we two, we weresupposed to walk. And we said Mama we -- don't worry, we will walk, we willwalk, and -- because she was worried that -- and doesn't have enough to pay. Well,first -- first distance was from our camp to Polwina(ph) which was part of -- half to-- to the next village, an-and that's why the name Polwina(ph), halfway. So -- soIrka(ph) and I, we were walking. And Irka(ph) --"
Q: And you -- and you were walking because there wasn't enough money to pay for,A: Right.
Q: I see. Okay.,"A: See, at that point my mom didn't sell her hat, an-and the -- and other s -- otherbeautiful things that I remember seeing and admiring it, you know. But at that pointwe -- we had only that much how to pay. And she, of course, she would never makeit."
Q: Yeah.,"A: The -- the way sh -- when she was walking [indecipherable] sometimes, and notalways. When she felt little better. So -- so at that time, we walked, and when we gotto the end, I think Irka(ph) was so -- i-in such a pain -- she is a very tough little The following transcript is the result of a recorded interview. The recording is the primary source document, not this transcript. It has not been checked for spelling nor verified for accuracy. This document should not be quoted or used without first checking it against the interview.The interview is part of the United States Holocaust Memorial Museum's collection of oral testimonies. Information about access and usage rights can be found in the catalog record.127Interview with Stanistawa TobisJanuary 28, 2015child when she was little, and now too. She -- what she has, I --I think I would bedead long time ago."
Q: Okay.,"A: Exercises, and all. But -- so -- so then -- and then, at -- at -- in that village when wearrived, my mother says, I have to somehow bribe the -- the --"
Q: Driver?,"A: -- driver, because Irka(ph) cannot go back to -- to walk. So -- so she took myprettiest skirt that I liked so much, you know, with those pleats all around, and Inever forgot. Forgave her, but -- but f-- didn't forget. And at that time my -- ofcourse, I -- I didn't -- she didn't ask me, and I would always allow. But Irka(ph) allthe way, hardly ke -- could walk. And -- but I walked all the way. My -- my le -- feetwould -- would be --"
Q: Took you the whole way.,A: -- okay.
Q: And so what kind of a distance are we talking about?,A: Hundred twenty kilometers to the station.
Q: So that's a good -- almost a hundred miles.,A: Kilometers
"Q: I know, 120 kilometers -- The following transcript is the result of a recorded interview. The recording is the primary source document, not this transcript. It has not been checked for spelling nor verified for accuracy. This document should not be quoted or used without first checking it against the interview.","A: Mm-hm, it's a hundred miles."
Q: Hundred miles.,A: -- yeah. So -- so --
Q: That's huge.,"A: --I did. I did. And I guess my legs are okay, because I don't even have big veins.Irka(ph) has u -- they -- her veins are like my finger."
Q: Wow.,A: You can see that.
Q: So-,A: So --so that was --
Q: And -- and then you were able to buy tickets on the train?,"A: Yes. Yes, because my mom sold that hat, and -- and some -- and that was shawlthat she -- and that I admired, I always looked at it and then, you know, girls --"
Q: Yeah.,"A: -- like some pretty things. So -- so it was -- it was really good preparation. Andthen -- then as we -- as we were driving by the open -- this boxcar, then was openthere, and -- and one of the gentleman from the -- from the camp was there. And --and he says, come on into our -- they still needed some more people."
Q: So you had -- you had an open boxcar now?,A: Yeah.
Q: No -- not a--,"A: Yeah, now -- now we are free. So it -- so it was a -- a open thing, and waiting forus. We could close the door when we wanted, we could do anything that we wanted."
"Q: So -- but it was the same set-up as before, with the planks.",A: Right.
Q: Okay.,A: But only two.
Q: Only two.,"A: Only two, so -- so it was more -- more room for us, and -- an-and we went -- wewent in the top. And on the top, that man, he was helping us a lot."
Q: Okay.,"A: As we were going, I will tell you -- will we finish until I get to Mexico?"
"Q: Yes. Oh, we can talk about it now if you want to, or was -- he was helping you in","A: Oh, no, no, this is not in Mexico. This is when we were going south --"
Q: Yes.,A: -- already without my mom.
"Q: Oh, he helps you there?","A: We -- we left -- on the first station, Irka(ph) and I were looking for Mom. Wewere running at the station on one side."
"Q: Okay, no then -- no, let's get a little --",A: Back up?
Q: Yeah.,A: Okay.
Q: Because otherwise I -- I might not understand.,A: Okay.
"Q: So you're in this boxcar, and there's a gentleman there from your camp, who",A: Mm-hm.
"Q: And you get the top platform, the top bunk where it's a little bit more air.","A: Mm, okay."
Q: And you're proceeding south.,A: Mm-hm.
Q: And then what happens?,"A: And then at one -- at one of the s-stations, one person catches a dog."
Q: Okay.,"A: And -- and they murder the dog, and -- The following transcript is the result of a recorded interview. The recording is the primary source document, not this transcript. It has not been checked for spelling nor verified for accuracy. This document should not be quoted or used without first checking it against the interview.The interview is part of the United States Holocaust Memorial Museum's collection of oral testimonies. Information about access and usage rights can be found in the catalog record.131Interview with Stanistawa TobisJanuary 28, 2015"
Q: Food.,"A: -- cook -- cook and smelling this -- it's the worst -- worst meat if you want to cookthe dog. Well, anyway -- and when the -- one skin, when they too -- pulled off theskin from him, they wanted to throw away. And the woman that had two little girls,they look more like twins or anything, and -- and -- and she was kind of not too -- tooable to provide --"
Q: Food.,"A: -- or save for them, because they were overpowering her or something, that she --she didn't have nothing. My mom would have at least a spoon of something, andthen she would divide that spoon among us. Usually not herself, she wouldn'tinclude. So -- so she -- that woman takes that skin, burns the hair -- you can imagineburning hair in a-- in a--"
"Q: Cattle car, yeah.",A: -- traveling --
Q: Right.,"A: -- train. And -- and then she cooked that. And she cooked that skin for probablyhours. And there was a stink and -- and whatever. You know, it's -- it was justunbearable, but -- but poor children were hungry and that's all she could provide.Possibly she was with my mom, you know, to go to buy that food, and the train left The following transcript is the result of a recorded interview. The recording is the primary source document, not this transcript. It has not been checked for spelling nor verified for accuracy. This document should not be quoted or used without first checking it against the interview.The interview is part of the United States Holocaust Memorial Museum's collection of oral testimonies. Information about access and usage rights can be found in the catalog record.132Interview with Stanistawa TobisJanuary 28, 2015and she didn't go because they were saying, and she listened. And our mom said no,I cannot feed you, I-- I have to go. So-- so --"
"Q: Oh, so you stopped at a train stop. You stopped at a railway station.","A: Yes, following."
Q: Mm-hm. Following after this incident.,"A: Yes. And then -- and then we g -- jumped out, opened the door because we werein charge of doors and everything. So -- so we opened the door and started runningat the station and calling, Mamushu(ph), Mamushu(ph). But Mamushi(ph) wasnot on one side, so -- so we went for the other side. And on the other side we did thesame and -- and -- and then we see the train, the wheels are moving. And I said toIrka(ph), let's -- let's go on the other side. And I'm telling you that I think God wasprotected us because the train was already moving and we managed to go on theother side."
"Q: You mean by the other side, you've managed to get into the car from the other",A: The -- only from that side the door was.
