Question,Answer,topics
Q: Yeah.,"A: You got to get established, you got to get a place to live, you know. It was just -- it was in the war. He was a prisoner, you know. So, you know, he had to wait until he makes a little money to get an apartment. And then my sister and I were born in the early ""20s. So my brother was really quite a bit older, 10 years older.","{
""topic1"": {
  ""topic"": ""Actions, choices, and intentions"",
  ""topic_reason"": ""The speaker describes their father's situation as a prisoner of war and how he had to wait until he made money to get an apartment, indicating the difficulties and challenges faced by him during that time. The speaker also shares details about his family's birth, which highlights the impact of the war on their lives.""
},
""topic2"": {
  ""topic"": ""Family (background, what happened to)"",
  ""topic_reason"": ""The speaker discusses their father's life as a prisoner of war and how it affected him, as well as shares details about his family's birth, which provides insight into the speaker's personal experiences and relationships.""
},
""topic3"": {
  ""topic"": ""Personal history and daily life during wartime"",
  ""topic_reason"": ""The speaker discusses their father's life as a prisoner of war and their own family's experiences, including their birth and the challenges they faced. While not exclusively focused on these topics, the response does touch on aspects of personal history and daily life during wartime, such as the difficulties of finding housing and the impact of war on family dynamics.""
}"
Q: So he had already -- did he already have a job when you're father died?,A: My brother?,"{
""topic1"": {
  ""topic"": ""Interactions with SS and SS actions"",
  ""topic_reason"": ""The question asks about the relationship between the speaker's family member and the father, indicating a complex interaction involving the SS (Sicherheitsdienst) which is relevant to understanding the context of the Holocaust.""
},
""topic2"": {
  ""topic"": ""Interactions with Germans, Aryan identities"",
  ""topic_reason"": ""The question about job status before the father's death suggests an interaction between the speaker's family and German authorities, highlighting the tension between the German occupation and Jewish identity.""
},
""topic3"": {
  ""topic"": ""Actions, choices, and intentions"",
  ""topic_reason"": ""The question's focus on timing (before the father's death) and job status implies a consideration of the speaker's family's actions, choices, and intentions in response to the Nazi regime's policies and restrictions.""
}"
Q: Yes.,"A: Yeah, he was working.","{
""topic1"": {
  ""topic"": ""Interactions with SS and SS actions"",
  ""topic_reason"": ""The conversation involves an interaction between a person and someone who mentions the SS (Schutzstaffel), which is a key organization in Nazi Germany. The response does not explicitly mention the SS, but it indicates that the person was working.""
},
""topic2"": {
  ""topic"": ""Actions, choices, and intentions"",
  ""topic_reason"": ""The conversation involves a statement about someone being 'working', which could be interpreted as an action or choice made by the individual. It does not provide explicit information on their intentions, but it shows an aspect of their behavior.""
},
""topic3"": {
  ""topic"": ""Clothing and material objects"",
  ""topic_reason"": ""The conversation is primarily about a person's occupation ('working') rather than specific details about their clothing or material possessions. However, it could be tangentially related to work-related objects or conditions.""
}"
Q: What did he do?,"A: Well, he was working by machine, like, tailoring because he didn't have -- he couldn't go to higher education, you know. And so he had to do whatever to make a living. And my father had the tobacco store. And around Christmastime they used to have -- I don't if they're called -- what you call it here it -- like a Christmas market.","{
  ""topic1"": {
    ""topic"": ""Actions, choices, and intentions"",
    ""topic_reason"": ""The respondent is describing their father's actions and the decisions he made in his life, including not pursuing higher education due to financial constraints.""
  },
  ""topic2"": {
    ""topic"": ""Encounters with Germans, Encounters with foreigners"",
    ""topic_reason"": ""The respondent mentions their father working for a German company (tobacco store) and participating in a Christmas market, indicating encounters with foreign workers or business.""
  },
  ""topic3"": {
    ""topic"": ""To and from cities and countries"",
    ""topic_reason"": ""The mention of the tobacco store implies international trade or commerce, connecting the respondent's personal experience to global economic activities.""
  }
}"
"Q: Yeah, I guess a Christmas market.","A: Yeah, they had -- they opened up tables and --","{
""topic1"": {
  ""topic"": ""France, French"",
  ""topic_reason"": ""The mention of 'Christmas market' suggests the presence of festive decorations and seasonal atmosphere, which is more commonly associated with France than other countries mentioned in the topic list.""
},
""topic2"": {
  ""topic"": ""To and from cities and countries"",
  ""topic_reason"": ""The reference to tables being set up could be related to setting up for a Christmas market, but without further context it's unclear if this refers to a specific event or location. The mention of 'France, French' suggests the interviewee may be referring to a European city-state.""
},
""topic3"": {
  ""topic"": ""Baltic states and Sweden"",
  ""topic_reason"": ""The conversation started with a general topic (Christmas market), but without more context, it's difficult to determine if this is related to Germany or other countries mentioned in the list. The mention of 'France, French' could suggest an attempt to steer the conversation towards a different country.""
}"
Q: Yeah.,"A: -- sell things a few weeks -- like, a month before Christmas. So after school he used to take merchandise from our father's store, opened a table, put up cigarettes and cigars and tobacco. And they would sell. You're -- because it was so cold, Christmastime, and they saw a young kid, 12, 14 years old and they used to buy from him and he make more money than my father made in the store. He was jealous on him. He was a good brother and a good son. And, of course, after my father died it was very hard. We couldn't even get a Minyan to go to for the funeral. We went to the cemetery when we buried our father. And my father was collecting people and paying them so we could have 10 people for the funeral for the service. Isn't that terrible?","{
""topic1"": {
  ""topic"": ""Jews and Jewish identity, false papers"",
  ""topic_reason"": ""The respondent mentions a family member who had to sell merchandise on the streets, suggesting that they were struggling financially. The fact that this person was able to make more money than his father in the store may be seen as an attempt to escape their financial situation or perhaps gain independence from their family. This could be related to the theme of false papers, which refers to the use of fake identification documents or passports to deceive authorities and gain benefits or freedom.""
},
""topic2"": {
  ""topic"": ""Boder trying to understand reasons, skepticism"",
  ""topic_reason"": ""The respondent's statement about their father dying and not being able to afford a proper funeral for him raises questions about the economic struggles of Jewish families during this time. The fact that they had to limit the number of mourners to 10 people also suggests a lack of resources. This could be an example of skepticism towards the idea of a wealthy Jewish family with disposable income, highlighting the economic realities faced by many Jews during the Holocaust.""
},
""topic3"": {
  ""topic"": ""Interactions with SS and SS actions"",
  ""topic_reason"": ""The mention of the respondent's father being jealous of his brother for making more money from selling merchandise on the streets suggests a complex family dynamic. However, in the context of the Holocaust, it is also possible to interpret this as an interaction with the SS (Schutzstaffel), who were known to be enforcers of Nazi policies and could have taken an interest in the respondent's family due to their Jewish identity.""
}"
Q: So why was --,"A: Because there was not many Jews left and -- from the congregation I'm talking, you know. And there were very few and it was very hard. It was bad already. We wouldn't walk in the street. They used to throw rocks at us. And even going to school.","{
""topic1"": {
  ""topic"": ""Jews and Jewish identity, false papers"",
  ""topic_reason"": ""The conversation revolves around Jews and their experiences during World War II, specifically mentioning \""the congregation\"" and the difficulties faced by Jewish people due to the Holocaust.""
},
""topic2"": {
  ""topic"": ""Actions, choices, and intentions"",
  ""topic_reason"": ""The discussion touches on the actions taken against Jews, including being thrown rocks at while walking in the street and attending school, indicating a focus on the consequences of these actions.""
},
""topic3"": {
  ""topic"": ""Interactions with SS and SS actions"",
  ""topic_reason"": ""The conversation implies interaction with a persecutor (\""from the congregation I'm talking to\"") who mentions \""there was not many Jews left\"" and describes the difficulties faced by Jewish people, suggesting an involvement of the SS in these interactions.""
}"
Q: Did you have to wear the star?,"A: Not at that time. It started after -- after I already came to England. So it was -- but they used to throw -- especially in the winter. They used to take a rock and put the snow on it, like, a snowball. And they used to throw that. It was so painful.","{
""topic1"": {
  ""topic"": ""Physical punishment and humiliation"",
  ""topic_reason"": ""The respondent shares an experience of being subjected to physical violence, specifically being hit with a snowball, which is a form of psychological and physical torture used by the Nazis.""
},
""topic2"": {
  ""topic"": ""Life in England during WWII"",
  ""topic_reason"": ""The respondent discusses their move to England after arriving, indicating their experience as a refugee and immigrant during WWII.""
},
""topic3"": {
  ""topic"": ""Daily life and struggles of Jewish survivors"",
  ""topic_reason"": ""The respondent shares a personal anecdote about the challenges they faced in England, highlighting the difficulties of adapting to a new environment while still dealing with the trauma of their past."""
Q: Was it children who would do that?,"A: Kids. Yeah. Teenage. They used to throw the rocks. It was so painful. I was afraid to go -- we walked to school. We had no transportation. So I was really afraid to go to school. And after my father died, you know, my brother even tried very hard. And, you know, he felt like a young father to us. He was so much older. He was responsible.","{
""topic1"": {
  ""topic"": ""Interactions with SS and SS actions"",
  ""topic_reason"": ""The mention of the brother trying hard after their father's death and feeling a sense of responsibility suggests interactions with the SS or similar authority figures.""
},
""topic2"": {
  ""topic"": ""Children, family (background, what happened to)"",
  ""topic_reason"": ""The reference to childhood experiences, fear, and parental loss points towards topics related to children and their families during this time period.""
},
""topic3"": {
  ""topic"": ""Actions, choices, and intentions"",
  ""topic_reason"": ""The discussion of the brother's actions after the father's death implies a focus on personal agency and decision-making in response to traumatic events."""
Q: He was.,"A: He was trying to make a living for us. Well, thank God my father put away a few dollars. We didn't have it in the bank. So just a couple months later -- well, he died in July, this was August, September, October. Three months later. October 28, to be the exact date. Early in the morning, about 7:30 in the morning on a Friday, Friday morning, the doorbell rang. A policeman was outside. I was afraid to open the door. And my brother was just getting ready to go to the synagogue for the Minyan, you know, to say Kaddish for my father. He said a whole year Kaddish first for my mother. Now, he stopped a little. Now, he had to say it for my father. So he was just getting ready to go to say Kaddish for my father. And when the doorbell rang, he came out. He was still in pajamas. I looked through the peephole. He says, who's at the door? I said, it's a policeman. He says, open the door. We didn't do anything. Why are you afraid? I was afraid to open the door. He went over, opened the door, and the policeman says, Herr Costinski? You know, his name. And he says, yes, it's me. So he says, better come and see -- please come with me. So he says, wait a minute. What did I do? He said, oh, I know you didn't do anything. But we just want to take you to the police headquarters ask you some questions.Then he looked at us two, my sister and me, kids. He says, oh, he'll be back soon. So he said, would you mind if I get dressed first? He was in pajamas. To him he didn't care what he wore. They wore pajamas anyhow in the camp. So he says, all right. But make it snappy. Leave the door open. Watched him getting dressed. So, you know, if you're in a hurry, you don't look what you're going to wear. Whatever was there you put on. A pair of pants and a top. By the first October 28th, 1938, the day of the deportation and it was cold. But you figure he'll be back in a couple of hours. So he didn't put a sweater or a jacket or anything. Just a shirt and pants. And he took him. I went through the front room and I saw a truck down there and I saw him sitting right in the corner. He said he'll be back soon, right? That's the last time I ever saw him. I never saw him after that day. I never forget this day. We waited and waiting the whole weekend.","{
  ""topic1"": {
    ""topic"": ""Arrest, beating"",
    ""topic_reason"": ""The interviewee describes a scenario where their father is arrested by a policeman at home, and he was too afraid to open the door. The policeman's actions and words convey a sense of urgency and force, suggesting that the arrest was part of a larger persecution event.""
  },
  ""topic2"": {
    ""topic"": ""Deportation"",
    ""topic_reason"": ""The interviewee mentions the deportation on October 28th, 1938, as the date when their father was taken away. This indicates that the topic of deportation is relevant to the interviewee's experience.""
  },
  ""topic3"": {
    ""topic"": ""Ghetto experiences"",
    ""topic_reason"": ""The interviewee's description of waiting for their father's return and seeing him being taken away in a truck suggests that they were left behind or separated from their family, which is a common experience during ghettoization and deportation events."""
Q: You were staying -- and you stayed at home and you waited?,"A: But it was Friday morning. We waited Saturday and Sunday. He never came back. I never went back to school either, not since that day. I never saw any of my schoolmates or teachers. Anybody.Monday morning was the first of November and the doorbell rang. When I saw the agent from the landlord outside, I wasn't afraid to open the door because I've known him since I was a little girl. So I open the door and I said, oh, good morning. You came for the rent.I'll go and get it. First of the month. Every first of the month -- we didn't pay checks that time. We used to pay cash. My father always taught me, every week you put a quarter of the rent away. So when the month comes, rent is the most important thing. Even if you have nothing else, no money, you got to have a roof over your head. So when I turn -- oh, you came for the rent. I'll go and get it. He said. No, no, no, no, no. I didn't come for the rent. I came to ask you two girls to leave this apartment at once. I said, why?We're paid up. We don't owe anything. So he said, oh, I know you don't know anything but you're both minors and you cannot occupy this place. So I said, but my brother is not a minor. He was older than us. And since our father died it was put on his name. So he said, but you brother isn't here. I said, he's only been gone two days. He'll be back. Oh, no. Your brother was deported and he will never come back.","{
  ""topic1"": {
    ""topic"": ""Action, choices, intentions"",
    ""topic_reason"": ""This response shows the individual taking action in a difficult situation, making a choice to stay at home, and demonstrating intention through their interaction with the agent.""
  },
  ""topic2"": {
    ""topic"": ""Family separation, deportations"",
    ""topic_reason"": ""The conversation reveals the separation of the individual from their brother due to deportation, indicating a traumatic experience related to family separation.""
  },
  ""topic3"": {
    ""topic"": ""Interactions with authorities, power dynamics"",
    ""topic_reason"": ""The response highlights an interaction between the individual and the agent representing the landlord, illustrating the power dynamics at play in such situations and the impact of deportation on families."""
Q: That's what he told you?,"A: And he knew us for years since we are little girl. While I was talking to him my sister went to get the money and she came out with cash from the other room, and when he saw all that money in her hand he took the whole month's rent. And then -- I mean, he knew us for so many years since we were little. All of a sudden, you know, he was really following orders. But he didn't want to do it, but he had no choice. So he said, okay.Okay. I'll let you say a little longer. And he took the whole month's rent. But that week was Kristallnacht.","{
""topic1"": {
  ""topic"": ""Interactions with SS and SS actions"",
  ""topic_reason"": ""The conversation mentions an individual who knew the speaker and their sister for years, but suddenly became involved in taking their rent during Kristallnacht, indicating an interaction with the SS""
},
""topic2"": {
  ""topic"": ""Boder trying to understand reasons, skepticism"",
  ""topic_reason"": ""The context suggests a skeptical or questioning attitude towards why individuals like this individual would participate in taking rent from others during a time of great upheaval and persecution.""
},
""topic3"": {
  ""topic"": ""Kristallnacht"",
  ""topic_reason"": ""The mention of Kristallnacht, a night of widespread violence against Jews in Nazi Germany, provides context for the conversation and highlights the brutal realities faced by individuals like those being targeted."""
"Q: Oh, it with was the same week?",A: November.,"{
  ""topic1"": {
    ""topic"": ""Actions, choices, and intentions"",
    ""topic_reason"": ""The input contains a time-related question about what happened the previous week, indicating an interest in understanding the circumstances leading up to events.""
  },
  ""topic2"": {
    ""topic"": ""Days, daily life, daily routines"",
    ""topic_reason"": ""The input asks when something happened the same week as another event, suggesting a focus on temporal relationships and daily experiences.""
  },
  ""topic3"": {
    ""topic"": ""Outbreak of the war, events of war"",
    ""topic_reason"": ""The input mentions a specific date (November) in relation to an unspecified but significant event, implying a connection to the broader context of the war.""
  }
}"
"Q: So did you -- when he told you that your brother was deported, did you believe that?","A: We heard on the radio that they deported all of the Jewish men from 16 to 60 from Berlin. And from -- as it's smallest towns, women and children also. But from Berlin itself it was men and boys from 16 to 60. So he was over 16. And, you know, they came for my father too a little later because he was under 60. He was in his 50s so they came for him too. And he was already dead. It didn't go in yet --","{
""topic1"": {
  ""topic"": ""Interactions with and feelings about Germans, Aryan identities"",
  ""topic_reason"": ""The speaker mentions a family member being targeted by the deportation order based on their age, highlighting the German authorities' adherence to Nazi racial policies""
},
""topic2"": {
  ""topic"": ""Jews and Jewish identity, false papers"",
  ""topic_reason"": ""The speaker discusses the use of radio broadcasts for information about deportation orders, implying that they were trying to gather or utilize false documents to avoid persecution""
},
""topic3"": {
  ""topic"": ""Actions, choices, and intentions"",
  ""topic_reason"": ""The speaker recounts their brother's deportation experience, revealing the decision-making process behind the German authorities' actions and highlighting the speaker's own attempts to cope with this situation"""
Q: Oh.,"A: -- you know. So I said, you can't have him anymore, he's gone. Okay. They didn't care. But they would have deported him too. See, and we were alone.","{
  ""topic1"": {
    ""topic"": ""Interactions with SS and SS actions"",
    ""topic_reason"": ""The conversation mentions 'you can't have him anymore, he's gone' which suggests a situation where the speaker is trying to convey that someone has been taken away or removed by authorities. This could be related to the SS actions of deporting individuals.""
  },
  ""topic2"": {
    ""topic"": ""Encounters with Germans"",
    ""topic_reason"": ""The conversation mentions 'we were alone' and 'They didn't care', which implies that the speaker is discussing a situation where they had an interaction or encounter with a German person. This could be related to their experiences during encounters with Germans.""
  },
  ""topic3"": {
    ""topic"": ""Arrest, beating"",
    ""topic_reason"": ""The conversation mentions 'they would have deported him too' which suggests that the speaker is discussing a situation where someone was arrested or beaten by authorities. This could be related to their experiences of arrest and beating.""
  }
}"
"Q: And you were left alone and you became the -- no, your sister was older than you, right?",A: Yeah. She was 16. Still young.,"{
  ""topic1"": {
    ""topic"": ""Encounters with Germans"",
    ""topic_reason"": ""The speaker's conversation about their family situation in the presence of a German, indicating an interaction context where the speaker felt nervous or uncomfortable.""
  },
  ""topic2"": {
    ""topic"": ""Actions, choices, and intentions"",
    ""topic_reason"": ""The mention of making a decision about leaving ('became the -- no, your sister was older than you, right?') suggests that the speaker is reflecting on their actions during this encounter with a German.""
  },
  ""topic3"": {
    ""topic"": ""Interactions with SS and SS actions"",
    ""topic_reason"": ""Although not explicitly stated, the context of the conversation implies a situation where an SS officer or authority figure was present, highlighting the presence of SS actions.""
  }
}"
Q: So what did you do after the landlord left?,"A: We looked around the apartment and, you know, there were five of us living here now there's only two left. What do you take and where do you go? We had no place to go.We didn't know what to take. Shall we take clothes? Shall we take dishes? Linens?What do you take? You know, we had no place to go. So my sister just look a few pictures that she can still put in her pocket, you know, little pictures, old pictures from my parents and the little one. One of the babies that died, we had a picture. He has them of us on it so I don't know if he came before or after. And she took my mother's wedding ring and I think a necklace with, like, a watch on it. She took a few things. That's not much. A small suitcase we took. Change of clothing. And that's all. What could we take? We had furniture. We had dishes. Linens. We had my mother's trousseau. Every single -- there was her name engraved. We had to leave everything behind.","{
""topic1"": {
  ""topic"": ""Factual clarification (name, address, number, meaning)"",
  ""topic_reason"": ""The speaker describes the situation after the landlord left, mentioning specific items they decided to take with them, such as clothes, dishes, linens, and personal belongings like a wedding ring and a necklace. This conversation illustrates how people had to make difficult decisions about what to keep when leaving a place behind.""
},
""topic2"": {
  ""topic"": ""Emotional experiences, loss, separation"",
  ""topic_reason"": ""The speaker's emotional response is evident in their description of the situation, highlighting feelings of uncertainty, anxiety, and sadness. The mention of a baby who died and the speaker's sister taking only a few pictures shows the human impact of having to leave behind everything.""
},
""topic3"": {
  ""topic"": ""Geographic locations, camp names/locations"",
  ""topic_reason"": ""Although not explicitly mentioned, it can be inferred that the scene is set in an apartment or a house. The speaker's discussion about leaving furniture, dishes, and linens behind implies they are preparing to leave their living space, which could potentially lead to a shelter or another location."""
Q: And where did you go?,A: We had no place to go. We were out in the street. But then we met somebody that knew my father but I didn't even know the man that well. It was a German Jew but he was married to a Gentile German lady.,"{
""topic1"": {
  ""topic"": ""Jews and fate of Jewish community"",
  ""topic_reason"": ""The respondent mentions being in a situation where they had no place to go, indicating displacement and vulnerability. The mention of meeting someone who knew their father and was married to a non-Jewish German lady suggests that the respondent's experiences may be related to persecution or forced assimilation of Jews.""
},
""topic2"": {
  ""topic"": ""Interactions with SS and SS actions"",
  ""topic_reason"": ""The fact that the person they met was a German Jew who knew their father, but not them well, raises suspicions about potential Nazi involvement. This could be an attempt to gather information or intimidate Jews.""
},
""topic3"": {
  ""topic"": ""Jews and Jewish identity, false papers"",
  ""topic_reason"": ""The respondent mentions that the person they met was a German Jew who was married to a non-Jewish woman, which could suggest an attempt at hiding Jewish identity or obtaining false papers, possibly to avoid persecution.""
}"
Q: Do you remember his name?,A: Yes. Albert Brusch and her name was Herta or Berth,"{
""topic1"": {
  ""topic"": ""Jews and Jewish identity, false papers"",
  ""topic_reason"": ""The conversation mentions 'his name' which could refer to the victim's Jewish identity or false identification papers. Given the context of the Holocaust, it is more likely that the conversation refers to Jewish identity, as the mention of false papers might be related to persecution. Albert Brusch being a Jewish person adds credibility to this choice.""
},
""topic2"": {
  ""topic"": ""Interactions with SS and SS actions"",
  ""topic_reason"": ""The conversation involves 'his name' which could be relevant to the victim's interactions with the SS during the Holocaust. The mention of Albert Brusch, who was a victim of the Holocaust, suggests that this topic is particularly relevant.""
},
""topic3"": {
  ""topic"": ""Jews and fate of Jewish community"",
  ""topic_reason"": ""The conversation mentions 'her name' which could refer to the victim's wife or family members. Given the context of the Holocaust, it is more likely that the conversation refers to the fate of the Jewish community as a whole. However, without more information, this choice relies on the fact that Albert Brusch was a Jewish person and Herta or Berth might be his wife or relative.""
}"
Q: Do you remember his name?,"A: I don't know. But anyhow -- but he lived way across town. We were northeast in Berlin and he was, like, on the east side. You had to take one or two trains to go there. So he met us and he said, what you two girls doing in this cold weather out in the street with the suitcase? So I said, they threw us out from the apartment. He said, I know your mother was sick and she passed away. What happened to your dad? I said, he died just a few months ago. Well, didn't you have an older brother? I said, yeah, but they took him away. He said, oh, my God.He says, no wonder my hair is gray. He was 64 years old. So he says, what is this country coming to? He was a German Jew but he did not practice Judaism. He was just a German citizen. He fought in the first World War in the German Army. And he was, like, a real German citizen.","{
""topic1"": {
  ""topic"": ""Boder trying to understand reasons, skepticism"",
  ""topic_reason"": ""The conversation shows skepticism towards the Jewish identity of a German citizen, highlighting the complexities and nuances of understanding the motivations and experiences of those who do not practice Judaism but may be perceived as part of the Jewish community due to their ethnicity.""
},
""topic2"": {
  ""topic"": ""Interactions with SS and SS actions"",
  ""topic_reason"": ""The conversation reveals an interaction between a German citizen and two women, where he asks about their presence in the street, suggesting that the authorities may have been monitoring their activities. This exchange highlights the tensions between individual interactions and larger SS actions during World War II.""
},
""topic3"": {
  ""topic"": ""Encounters with Germans, Aryan identities"",
  ""topic_reason"": ""The conversation portrays a complex encounter between two Jewish women and a German citizen who identifies himself as a non-practicing Jew. The exchange touches on the theme of Aryan identity and how it intersected with Jewish experiences during World War II, particularly in Germany.""
}"
Q: Uh-huh.,"A: But he still considered a Jew by the Nazis. No matter how many generations. So he said, well, I have only a one-bedroom apartment, but if you want to sleep in the bathroom you're welcome. I said, thank you. Thank you. So he took us to his house and my sister slept in the bathtub and he put up a folding bed next to the bathtub and I slept on this.And his wife was so wonderful. She welcomed us with open arms. She said, I'm so sorry what this is coming to. She didn't approve, but she had no choice. And she cooked for us. First time we had a hot meal and actually a bed to sleep in, if you call it a bed.","{
""topic1"": {
  ""topic"": ""Boder trying to understand reasons, skepticism"",
  ""topic_reason"": ""The speaker's response shows an understanding of the Nazi's irrational and discriminatory behavior towards Jews, as demonstrated by the man's statement about still being considered Jewish despite his physical presence. The speaker also expresses gratitude for the couple's hospitality, highlighting the complexity of human responses during difficult times.""
},
""topic2"": {
  ""topic"": ""Interactions with SS and SS actions"",
  ""topic_reason"": ""The conversation revolves around the Nazi's persecution policies and their impact on individuals' daily lives, such as the man's mention of being considered Jewish despite his physical appearance. The speaker's narrative also touches on the human side of the conflict, including the couple's willingness to help.""
},
""topic3"": {
  ""topic"": ""Jews and fate of Jewish community"",
  ""topic_reason"": ""The discussion centers around the Nazi's persecution policies and their effects on the Jewish community, as evidenced by the man's statement about being considered Jewish. The speaker's narrative also highlights the resilience and humanity within the community, such as the couple's kindness towards them.""
}"
Q: Yeah.,"A: But was a roof over your head, like my father said.","{
  ""topic1"": {
    ""topic"": ""Family (background, what happened to)"",
    ""topic_reason"": ""The respondent mentions their father, suggesting a family background or personal history that is being shared.""
  },
  ""topic2"": {
    ""topic"": ""Birth, living situation, camp life"",
    ""topic_reason"": ""Although not directly stated, the context of the conversation suggests the respondent may be discussing their experience in a camp or other living arrangement, and how it compares to their own life outside of this environment.""
  },
  ""topic3"": {
    ""topic"": ""Encounters with Germans, Escaping, leaving, being evacuated, fleeing"",
    ""topic_reason"": ""The mention of 'my father said' could imply that the respondent is contrasting their own experiences or feelings with those of a German or someone who has interacted with them in a significant way.""
  }
}"
"Q: So had you spent several days outside on the streets or was it the first day that you left? Did you have to spend some days on the street, like, sleep on the street nights?","A: It was cold. It was very dangerous until that man took us. Well, anyhow, we were there for a while and she was very nice to us. She says, oh, my God, you girls have no clothes to wear. Would you believe she took me to a store and bought me clothes and my sister? She said, I'm so sorry. And he said, I would love to adopt you two. We have no children. I would love to have adopt you both, but there's no future for you here. She was so wonderful to us.","{
""topic1"": {
  ""topic"": ""Italy"",
  ""topic_reason"": ""The mention of a woman taking the speaker and her sister to a store and buying them clothes, as well as an offer to adopt them, suggests connections to Italy.""
},
""topic2"": {
  ""topic"": ""Jews and Jewish identity, false papers"",
  ""topic_reason"": ""The context of leaving one location and going to another, possibly for safety or better living conditions, is consistent with the theme of Jews and Jewish identity seeking to escape persecution through false documents or other means.""
},
""topic3"": {
  ""topic"": ""France, French"",
  ""topic_reason"": ""The presence of a woman who speaks in an emotional response ('oh, my God') and her kindness towards the speaker and their sister, suggests connections to France, possibly due to the cultural background or language usage."""
Q: Where they well-off or...,"A: Yeah. I mean, they had a car. In those days very few people had a car. He had a little business. And, yeah, I mean, I'm not saying how rich they were but they had an apartment, one bedroom, a living room, dining room, you know. They were not poor, but I wouldn't say they were rich, but they were comfortable. And -- but before we turned around it was December and it was Christmas and the doorbell rang. When she opened the door her brother was there in an SS uniform, younger brother. So he wanted to spend Christmas Eve with them. He was probably stationed nearby and he needed a place to spend the evening. So they went into the dining room and he was -- she says, quickly, quick go to the bathroom. Lock the door. Don't make a light. Don't even breathe. She was so afraid of him. So he went in and he was drinking and drinking and singing all the German songs. Oh salute, you know. And he must have been so drunk. He was singing. I could hear it. I was so scared in that bathroom with my sister. It was so dark. We couldn't see each other even. And I said, isn't he ever going to leave? Finally, he said, okay. Okay -- in German, of course, he's going. I said, thank God. All of a sudden he said, okay. Okay. One more for the road. And back to the another drink, another drink. She wanted to get rid of him already. Finally, he left. She knocked on the door of the bathroom. She said, okay. Girls, you can come out now. We opened the door, we couldn't see a thing because we had been so many hours in the dark. No window, no light. I felt like blinded until I could open my eyes. So she says, I'm so sorry. I don't know if I can keep you any longer. My brother could come anytime unexpected. I mean, I understood this, but what could Ido? Again, we were on the go. But he said, don't worry. I made an application for both of you for the Kindertransport. He says that I heard that England opened up visas. He told us this at the beginning when we first came. I forgot about this. So he says, England opened up visas for 10,000 children up to 16. And I was 14 and my sister was 16. 16 she could still go. So he says, and I'm sure you will both qualify, you're orphans, you're homeless, they should take you first, right? But anyhow from the time he made the application and he says -- well, when we had to leave there he didn't throw us out, but we had to go. What about if her brother comes back and sees us there? So, again, we had to go. Whoever took us in. So then he says, well, I'm sure it will soon come through. You'll be going to England very soon. Wouldn't take long. But do you know how long it took? Nine months. Next year we first had the apply -- the letter in July. I can go to England but my sister's birthday was in May. She was two months too old. If you would have gotten it in May she could go. But she was two months too old. They came in July and they gave you a whole list what I could take. Only two pairs of shoes, two pairs of this. You know, all this. No jewelry. No nothing. So I was getting ready for July to go. Everything happened on a Friday. My mother died on a Friday, my father died on a Friday, my brother was deported on a Friday. I came to England on a Friday. I don't know what's with Friday. The Kindertransport was on a Friday too. Well, anyhow, so on the day when I --","{
""topic1"": {
  ""topic"": ""Interactions with SS and SS actions"",
  ""topic_reason"": ""The conversation includes details about a brother's unexpected visit from his SS officer brother who was stationed nearby, highlighting the complexities of interactions between family members during wartime. The narrator also shares how their mother died on the same day they received news that the Kindertransport was available for them, and how their father and brother were deported shortly after.""
},
""topic2"": {
  ""topic"": ""Kindertransport"",
  ""topic_reason"": ""The conversation includes information about the Kindertransport, including when the narrator's family was selected, how long it took to receive news of eligibility, and the strict limitations on what items could be taken. The conversation also touches on the emotional impact of the event and its consequences for the narrator's family.""
},
""topic3"": {
  ""topic"": ""Family experiences during WWII"",
  ""topic_reason"": ""The conversation provides insight into the experiences of a Jewish family during WWII, including their struggles with poverty, encounters with the SS, and the trauma of losing loved ones. The narrator shares personal anecdotes and emotions, offering a nuanced perspective on this period in history.""
},
""topic4"": {
  ""topic"": ""Emotional impact of loss"",
  ""topic_reason"": ""The conversation conveys the emotional distress experienced by the narrator following the death of their mother, father, and brother, as well as the anxiety caused by their brother's SS officer status. The narrative highlights the human cost of war and its effects on individuals and families.""
}"
"Q: So -- I'm sorry to interrupt. But you said it was after you left, after he told you -- they told you to leave, where did you go?","A: Well, somebody took us in one night here and one night there. It was difficult. You know, because it wasn't my life I was afraid. I was afraid of their life. They're going to get into trouble. I'm in trouble already.","{
  ""topic1"": {
    ""topic"": ""Interactions with SS and SS actions"",
    ""topic_reason"": ""The respondent expresses fear of the consequences of cooperating with someone who is trying to help them, implying a conversation or negotiation with an SS officer""
  },
  ""topic2"": {
    ""topic"": ""Encounters with Germans, Aryan identities"",
    ""topic_reason"": ""The respondent talks about interacting with people from Germany and their lives, suggesting that they are discussing their own experiences as a German or someone who identifies with the Nazi ideology""
  },
  ""topic3"": {
    ""topic"": ""Arrest, beating"",
    ""topic_reason"": ""The respondent mentions being taken in by others and feeling afraid of trouble, which suggests a situation where they were arrested, beaten, or subjected to some form of physical harm""
  }
}"
