num,question,answer
409,"Once, and that’s it.","We talk about it, we don’t want it -- sometimes when he speaks -- when he speaks and I’m there, I start laughing to myself, and [indecipherable] people looked at me, because you know, I know all the -- and he -- he tol -- he was in Auschwitz."
410,Yeah.,"Yeah. He will tell you. And he was telling about his sister, and about his sister baby, and all those [indecipherable] about his father, but 1t’s so many years, you know. Sometimes I just remind him of -- talk about 1t. Now we are busy with the children, and the grandchildren."
411,"Yeah, yeah, it’s behind you.",Yes.
412,It is behind you? USHMM Archives RG-50.549.02*0071 °7,No.
413,No.,"No. And -- and some new -- it was so nice last night, we were called, a baby was born. It’s not mine cousin, it’s mine husband -- some cousin had -- her adopted daughter, but you can imagine -- they are so happy. And they told me please call si -- ca-call up your children. So I said to my husband, “Isn’t it wonderful to have a family?” Because we really didn’t have anybody when we are ca -- when we came here. Ver -- wu -- we were - we had the people we met here, from Poland, from Germany, from other countries. But I remember when I bought this house, it’s like, I ask my husband what should I do? He said you should take candles, salt, and bread. So I said, why. Candles to light so you would always have light. Bread so you would -- would never be hungry, but I don’t remember what -- why the salt. This I don’t even remember. I don’t remember. See, I ask him because I -- I didn’t know. He was a little older than I am, so he knows more. But I’m trying to learn, still."
414,"Given the fact that it’s so difficult for you to talk about those things that happened to you, why did you want to do these interviews, and how -- you did an interview with the Holocaust Museum --",Because it -- yes.
415,"-- and I could see when I watched that video interview, the pain that you had, just even when those thoughts crossed your mind. You don’t even have to say them, it’s clear. Well why -- why do you do these interviews now”? USHMM Archives RG-50.549.02*0071 °°","I think it’s important. I think we all have to speak. See, I just can’t -- I would love to say something, I just can’t. I -- everything is engrave in mine heart, but I just can’t -- I -- I just can’t. I just want to tell you I saw too much, too much. I hope nobody any place will see it. And sometimes this is mine testimony, okay, for the people who were slaughter, and perished. So maybe I can speak -- Ic -- I cannot speak for them, I know I cannot. But maybe a few words. I just hope that the history will never repeat such self. And nobody will be prosecute -- prosecute from any reason, for any reason."
416,"I remember in your interview, you -- very early in the interview, you mentioned a fe -- a fellow named Marek Lieberman, was his name, Marek?",Marek Lieberman. He was mine friend.
417,And -- and you --,"Yeah, was --"
418,"-- very early in the interview you said, “I want people to remember him.”","Oh, Marek Lieberman, I want the people to remem -- yes. End of Tape Two, Side A Beginning Tape Two, Side B"
419,"This is a continuation of United States Holocaust Memorial Museum interview with Sonia Brodecki. This is tape number two, side B. At the end of the last tape, Sonia, we were talking about how you -- you remember certain people and the things they did, and how you’re -- it’s been important to you to tell people about those individuals. And -- and one of the people that you mentioned in your video interview was a fellow named Marek Contact reference@ushmm.org for further information about tis collection USHMM Archives RG-50.549.02*0071 ” Lieberman. And I thought maybe you’d like a chance to tell a little bit more about him, since he seemed to have been an important person to you.","Marek -- Marek Lieberman, he was maybe 23 or 24 years old. We worship him, all the children. We were -- we had a restaurant in his busine -- in his home, where he was, you know, my restaurant was there -- mine parent’s. And I remember they were very wealthy people, they were helping people who were coming from other countries to Poland."
420,His family.,"His family, they were very wealthy. And somebody scr -- how do you say, somebody told the nat -- the Nazis about them, you know, that they are so wealthy. And they came to the house and open the wall, and took out money. And they hang Mareksa --"
421,Wait a minute. Were they Jewish?,"Yeah, they were Jewish, yeah, they were Jewish."
422,And they were helping other --,"They were helping other people because they had the resources, they had the money."
423,"Mm-hm, mm-hm.","[indecipherable] who were coming to Poland and need help, so helping, and somebody informed the Germans, somebody who knew about it, I don’t know who it was, that they have money, they put money in the wall, and the Germans came to the -- to the houses, they took out the money, and they took Marek, and they hanged him, and they called the whole Jewish -- I don’t know, every -- the whole Jewish people from Richmond, to -- to -- to Shinkaveetcha, I forgot -- I forgot the number who had -- we had Contact reference@ushmm.org for further information about tis collection USHMM Archives RG-50.549.02*0071 ” to come and s-see how he -- they hanged him. And I was standing maybe three or -- feet away from here, from Marek. And so --"
424,And so.,"And for years and years, I couldn’t sleep, I was screaming at night. Thank you for reminding me. I didn’t forget, but you know, I have too much."
425,Yeah. And he --,"And too much in mine computers, I say."
426,"Yeah. And Marek was himself, helping many people.","He wa -- he -- he was wonderful, a wonderful person. Even people who didn’t have money were living in the house, that couldn’t pay, because the German -- later the German throw everybody anyhow, because they moved to the houses there. And Marek was married to a beautiful lady, she was blonde, young. And she was giving birth to a baby. And they took her and the baby. I didn’t know when -- where. This was in 1940 -- 1941, before we went to the ga -- to the --"
427,Yeah.,"-- to the sh -- to get to Sheldura. I don’t know what’s happened to his family, I don’t know anything. Many people were like that, many people were helping, many."
428,"Yeah, yeah. Any --","Mine father was helping too, but I didn’t know with what and how, but I know that sometimes he was going with another friend, doing something. Oh I was gonna tell you, this I remember. In the ghetto, mine father was working in a kitchen, helping out. And Contact reference@ushmm.org for further information about tis collection USHMM Archives RG-50.549.02*0071 "" they were -- they had there that day, German soldiers, and they were giving them money, and cigarette, and other things. And they were transporting little children. They put them in a garbage can. They were giving this -- I don’t know if they were giving them a shot, I don’t know. And they were putting things on the child. The child was sleeping, and they were putting fruit, and -- not fruit, vegetables, and tooken -- tooken -- took --"
429,Taking.,"-- take out the children from -- from the ghetto, to save them."
430,To get them out.,Yes.
431,In garbage cans.,Yes. This I remember.
432,Did they want to do that to you?,"No, I was too old. They were little babies, little children."
433,"Oh, oh, babies.","Because you know what they will do to the little babies. They throwing them through the window. Mine father didn’t tell us those things, but we know, because other people were talking about it. Yeah."
434,"But there were many people, as you have been saying, who --",Helped.
435,-- who helped. Who tried to do something. Contact reference@ushmm.org for further information about tis collection USHMM Archives RG-50.549.02*0071 ”,"They done the best they could. But many people couldn’t do it, but some people did. Yeah."
436,"What else, Sonia, what -- is there anything else that you’d like to -- people to remember about?","I just realize -- I just know one thing, if you love yourself, you like everybody, yes? Am I mistaken? What do you think?"
437,"Mm-hm, mm-hm.","What else? I just love this country, this what I can tell you. And I hope the country will survive everything, cause this is a country who helps everybody, yes?"
438,Okay?,Okay.
439,Shall we end?,Okay.
440,We can start up again later if you think of something else --,Okay.
441,"-- but for now we’ll end, okay?",My mind 1s just blank --
442,Is it?,-- right now.
443,Okay. USHMM Archives RG-50.549.02*0071 s,"I should think about many people who were so wonderful, but I just forget the names. My husband will tell you many more things."
444,"Okay, then -- okay?",Yeah.
445,We’re back. You wanted to tell me about your friend from Holland.,"About my friend from Holland, who was in concentration camp, and I was working with him, later they send us to -- to Ludwigstir, to the ammunition factory. I don’t know how he found out where they send us, but I heard it in con -- in the lager that the girls said, “Gillis is here, Gillis is here.” I couldn’t believe it, that he risk his life to come, because if they would catch him, they would kill him, to come and give us news how everything is going, the --"
446,Where did you know him from? You knew him before?,"No, no, I met him in concentration --"
447,In the camp.,"Yeah, in the camp, but he was not with us."
448,Uh-huh.,"Like I told you, he was as -- he was student, going to school, to college, and they have Jewish professors, and the German ask the ho -- the Hollanders, that the -- the guys, to boycott them, and they refused to do it, so for the punishment they send them to concentration camp."
449,But he would sneak away and come to the -- USHMM Archives RG-50.549.02*0071 m,"He -- I don’t know he found out. No, they were free. They were -- they were not in a ca -- they were not --"
450,Oh.,"-- they were just working. They were workers, they had to work hard. But they were living -- they can go whatever they want to. But I would never believe that he’s going to risk his life to come to see us, to give us news, that the war is -- you know, it was in fo -- in 1945, I don’t know which month it was. It was springtime, I think, like February, March. March, I think."
451,And he came back to tell you --,He came to tell us --
452,-- that the war was coming to an end?,-- to tell us -- yes. And to make some pictures.
453,And he was free already?,"Yes, he wa -- no, no, he was not free. He was in germ -- still in Germany, but you know, they were -- they were not in concentration camps, they were working just for the Germans."
454,Mm-hm.,Yes.
455,Hm. And he came back?,And they couldn’t go home.
456,Uh-huh. They were stuck in Germany. USHMM Archives RG-50.549.02*0071 ®,"They were stuck in Germany, yes."
457,Uh-huh. And they came to tell you --,To tell us --
458,Give you news.,"-- to -- to -- to send, you know, to send us some papers, because they would catch him, he would be killed. And I don’t know how he did it. And the same guy came here after the war to see us in Richmond."
459,Gillis Kahn?,"Gillis Kahn, from Holland, from Delft, cross the [indecipherable] I’ve forgotten -- 142."
460,So that’s another person you knew who were --,"Yes, I knew many more persons. I -- I knew many more persons, but you know, it’s so many years. Like I for -- I didn’t forget about Marek, thanks for reminding me. I really appreciate this. This was a wonderful, wonderful human being."
461,Okay?,Okay.
462,You’re welcome,Thank you.
463,Thank you. Now this concludes the United States Holocaust Memorial Museum interview with Sonia Brodecki. Thank you very much.,"You’re very welcome. 76 USHMM Archives RG-50.549.02*0071 End of Tape Two, Side B Conclusion of Interview"
