num,question,answer
307,And so it was the United States.,"It was the United States, and we left in 1949. We traveled actually from August til September, because when we — everything was written, everything was 1) Interview with Jolanta Pawlikowski January 21, 2015 cleared, my youngest brother decided to — not to take a nap. But when my bag was covered, he didn’t see me, he saw only my bag was turned af — from him. He loved pears, and he grabbed a pear from the table and ate it and got such a stomachache that he was convulsing. They took him to the hospital, he was there for a week. So —"
308,You didn’t leave yet.,"— all our papers were delayed, we cannot go, we were going to take a train and go to Bremerhaven."
309,"Yeah, Bremerhaven.","And — and — and — and take there. So, we went in September, we were moved there, to another camp, and they said, okay, no bed works."
310,No pears.,Wa — watch your kid. No — no fruit of any kind.
311,No pancakes.,"He wer — oh, he loved pears and Naptha-Fels soap. When he grabbed that, he just put in his mouth and just — and he just ate it."
312,Soap”?,He needed — he needed phosphate.
313,"Oh my. Oh my. Contact reference@ushmm.org for further information about tis collection Interview with Jolanta Pawlikowski ° January 21, 2015","Or, he would go outside, and wherever he saw pieces of — of walls, you know, from the barracks, he would take and put in his fingers, it had calctum and something else in th — in — in the composition of — of the walls. [indecipherable] it was a strange child. But the pear really did it."
314,Yeah.,"It delayed us by two and a half mon-months, and we left actually on — again, on the 10 of October, from Bremen."
315,In 1949.,"In 1949, on General Black, which was an army sh-ship."
316,Ship.,Yes.
317,And sailed into New York?,"Sailed — we a— no, we had to detour and go to Ellis Island, my mother, I and the youngest one. My father and Andrew went to New York, then they took us back on the ship, 24 hours later from Ellis Island and brought us to New York harbor. That’s where I got my green card."
318,And how did you end up here in Chicago?,"We had a sponsor in Wisconsin, who happened to be a Jehovah Witness. He found out that my father was well-educated, knew several languages, and that — Contact reference@ushmm.org for further information about tis collection Interview with Jolanta Pawlikowski "" January 21, 2015 cause they wanted somebody to run their community. They needed a bishop, and they would make him a bishop. And my father says, never! And it was cat — well, you know, through NW — NCWC. They found out, they said this man — that family cannot, they are Roman Catholic. So, when we changed trains from New York at Union Station and got on the — the Hiawatha train, we landed in — in Lisbon, and there was nobody to pick us up. And half an hour later came a—a priest, and spoke to us in English, sort of sounding Polish, and said, I will have to take you. My mother lives here, not far away, and we’re going — we have to talk. We had to find another sponsor. There’s a woman who will take you. She has one goat and two rabbits, and — and — and three or four chickens, and she has a small garden, and she would lo — she would love to take you in. Oh, my goodness. My mother cried. Of course it was impossible. She was lately demented, but she was a very good woman. And the priest himself realized that this was not the place. So he called the chancellery office in that area, and we landed in New Lisbon, not far from Mauston, Wisconsin. And a farmer, a Mr. Barlette(ph), who was a Belgian, married to an Irish woman, they had a big farm. A very wealthy man, cause he had 500 cattles and all that stuff and — and oh, acres and acres of — of fields. And we were there for six weeks, but my father had to work from four o’clock in the morning til eight o’clock at midnight — at night, and many milking and doing all Interview with Jolanta Pawlikowski ° January 21, 2015 farm work. I mean, you know, he was not — physically he was not ready to do this, to work like this. He wanted any work, he never complained. I had to say he never — but my mother work — worked as a housekeeper. She cleaned the whole house, all the windows. I was just turned 11 years old. I was ironing 30 shirts a week, because there were people working, and doing things. In the morning we got up at six o’clock and at 6:30 we had — we walked three miles to New Lisbon, cat — caught a bus that took us to Mauston, to a Catholic school, which was run by German nuns. And at least I could confer — converse freely with somebody. I knew some English, because I — we were taught English by the British soldiers. They were — one time we had a English major, and then we had a Scottish sergeant. And he ri — loved the Polish language because it was such a beautiful R. We could roll our Rs, as he said."
319,As they can too.,"And they can too. O-Only th-they can too. So, you know, it was — but I knew German very well, and English was in my ears. I could hear it, but 1t was difficult for me to — to express myself, because the German would —"
320,Come in.,"Come in, and well, it — it worked itself out. The Father Evans who took care of us, he said, you know, I received a call from the Chicago chancellery, and there’s Contact reference@ushmm.org for further information about tis collection Interview with Jolanta Pawlikowski ° January 21, 2015 a Franciscan priest, who apparently knows you. And yes, because he was in Auschwitz, and then he was in Dachau. And he came out, and he lived with us and — in li — Lingen(ph). And I think then the order asked him to — to come to America. And he stayed here, because he had TB. But he came out of it, and we only saw him here for a very few weeks, and he orga — he found somebody here to take care of us, and —"
321,In Chicago.,"In Chicago, and we left — we got here of — three or four days before Thanksgiving."
322,In 1950”,In 1949.
323,In 1949.,"Mm-hm. November — I don’t know if was 24"" or 25"". November something."
324,Very symbolic.,"So ever since, we lived in —"
325,In Chicago.,"— in — in Chicago. We lived first at Saint Adalbert’s Church — parish, 17"" Street and Ashland. And then we moved later on to — to the north — northern side, and — Contact reference@ushmm.org for further information about tis collection Interview with Jolanta Pawlikowski "" January 21, 2015"
326,And you met Mr. Pawlikowski in what year? In the 50s?,"Oh, in 1957? Yes, 1957 at the scouting celebration of — of Christmas and I happened to be playing the role of Blessed Virgin, because I had hair long down to hear. So — and I sang, apparently, pretty well. So I had my — and I didn’t have time to even comb it properly, I just put it in the — in back with a — with a ribbon, and — and — and —"
327,It worked.,"Yes, and I had a uni — my scout uniform, and — and we were pouring coffee and tea, and bringing, you know, sweets to the — to the parents, and — and guests and that’s how — and then he realized that he saw the same girl in church that he saw in the uniform. And he stopped me one day when I was coming from North Avenue, and that’s how it started."
328,"A nice debut. A nice debut. Well, 1s there anything else you would like to add to what we’ve talked about today? Is there something — again, as I asked Mr. Pawlikowski, is there something you’d like your granddaughter, Kinga(ph) to understand about what happened to you, what you went through, how you came out of it?","Endurance. It — 1t — it requires a personal endurance. And education, and following the right way. Always be noble. Even if one makes a mistake, it is not a Interview with Jolanta Pawlikowski ° January 21, 2015 sin to say, I done this and then apologize. Otherwise, if you don’t have the nobility to do this, the noble heart, then you’re not a full person. And if — and have a strong belief in what you want to do, and follow it. Follow your calling. But first, learn. Get a good education, just like we tried to instill 1t in our daughter, who went through the Jesuit education for nine years, and — and got a scholarship, full scholarship to in — to Loyola, and then —"
329,Congratulations.,"— and studied a whole year in Rome. So it was — it was an opening. She was 21, she — on her 21* birthday, she went to Poland and had the Christmas — she could have come to Chicago, she could have come here. But she went over thor — there, and she brought a Polish soul with her. They didn’t even want to celebrate Wigilia, which is the Christmas eve. And she says, what? I am going to buy the Christmas tree, I am going to dress it, and I am going to set the Wigilia for you. I will go and stand in line and buy fish. And this was only what, ’87? Winter of ’87. And she did it."
330,"Wow, that’s quite a legacy for your granddaughter to have.",Yes.
331,"And quite a testament to you that — that she was so strong, and she exhibited that. Contact reference@ushmm.org for further information about tis collection Interview with Jolanta Pawlikowski ° January 21, 2015","Yes, yes."
332,Your daughter —,"And the fam — and she even made the family, the men, who said, oh, you know, I’m a doctor, I’m doing this, I’m so tired. Why should I dress — and she said, we always dress for Wigilia. What kind of a Pollack are you? So —"
333,"Well, it’s a testament to you. Thank you very, very much.",Thank you. Thank you for listening.
334,"And thank you for sharing. And I know the cost, and I appreciate that you were willing to do it anyway. It’s a real gift. Thank you very much.","Thank you, you’re the first person that I have shared so much."
335,I appreciate it. I appreciate it very much.,Thank you.
336,And this concludes our interview with Mrs. Jolanta Maria?,Mm-hm.
337,"— Kurezak Pawlikowski, on January 21‘, 2015.","Okay, thank you. Conclusion of Interview"
