Question,Answer
Q: Yeah.,"A: And oh, I loved going there, you know, that was great. And they were very sweetpeople. Ziegmund(ph) was a tailor by -- taught himself to be a tailor, and you know,freelance tailoring. Anna was the housekeeper, she took care of the cow and thesheep and the chickens and all of that kind of stuff, and the garden. And they had alush garden, so we got plenty of vegetables. And fruit galore. In fact, his orchardwas so productive that he would rent it out in the summer to a entrepreneur whowould come and pick loads of the stuff and sell it to the stores. But we could go in The following transcript is the result of a recorded interview. The recording is the primary source document, not this transcript. It has not been checked for spelling nor verified for accuracy. This document should not be quoted or used without first checking it against the interview.The interview is part of the United States Holocaust Memorial Museum's collection of oral testimonies. Information about access and usage rights can be found in the catalog record.64Interview with Al JaffeeMay 21, 2016there and pick apples and pear and currants and gooseberries, wonderful stuff. Butthat's in the summertime. In the wintertime you have to rely on slaughtering thechickens, and -- I had pet chickens, too."
Q: Did you?,A: Yeah.
Q: Did they have names?,A: Hm?
Q: Did they have names?,"A: They did, but I forget. I had one favorite chicken and -- and I thought she waslost. And then one day, she's found, she marches out from under the outhouse, Ithink, I can't know where she was. And she's followed by little chicks. So I--Ibecame a father. And I know that was very exciting. I really thought that eithersomebody had grabbed her and eaten her --"
Q: Yeah.,"A: -- or she just got lost, but she just was in confinement. And she marched out withthe little things peeping. It's very exciting life, you know I --I feel like I was aJewish Huckleberry Finn.The following transcript is the result of a recorded interview. The recording is the primary source document, not this transcript. It has not been checked for spelling nor verified for accuracy. This document should not be quoted or used without first checking it against the interview.The interview is part of the United States Holocaust Memorial Museum's collection of oral testimonies. Information about access and usage rights can be found in the catalog record.65Interview with Al JaffeeMay 21, 2016"
"Q: You know, it sounds that way. There sounds li -- the picture that you're painting","A: Oh, it -- I had a wonderful time. We did -- we did have a certain amount of fear,because there was conflict, and it wasn't -- it's -- it shouldn't be confused withinstitutional anti-Semitism, such as Nazism. No, it was just the conflicts of religiousbelief. And this goes on between Muslims and Hindus, between northern Irelandand southern Ireland, you know, it goes on all over the world; Nigeria, you nameit."
Q: So you wouldn't say if I -- if I -- it doesn't sound like it would be more different,"A: Absolutely. It's just that there were -- there was tribalism, cliques. But tribalismis really what it is. Gentile kids hung out with Gentile kids, Jewish kids hung outwith Jewish kids, and if the two came together, there would be conflict. So -- andthen, of course, there were terrible rumors that were spread about Jews drinking theblood of Christian children on Passover, you know. Someone starts a terrible story,and it gets passed along, because people -- there are people who want to createtrouble.The following transcript is the result of a recorded interview. The recording is the primary source document, not this transcript. It has not been checked for spelling nor verified for accuracy. This document should not be quoted or used without first checking it against the interview.The interview is part of the United States Holocaust Memorial Museum's collection of oral testimonies. Information about access and usage rights can be found in the catalog record.66Interview with Al JaffeeMay 21, 2016"
"Q: Well, you know, I don't know enough about this, I would like to research it",A: Yes.
"Q: And when the revolutionary movements were happening in the 19"" century, that",A: Yes.
"Q: That there were these revolutionary movements. And the secret police, the",A: Yes.
"Q: And so, if this was the place where this was created, and it then had a power, you",A: Yes.
Q: Something sticks. Something --,A: It was even picked up here in America by --
Q: Yeah.,"A: -- the head of the Ford motor company, Edsel Ford --"
Q: That's right.,A: He picked up the --
Q: Protocols.,"A: -- Protocols of Zion, which is why he was -- he favored Hitler's solution, and hewas a major anti-Semite, and -- because he believed The Protocols of Zion, whichwas a fabrication."
"Q: Yes, complete.","A: Complete fabrication. You could do this with any group, you could do it withblack people, you could do it to Irish people, to a-anybody. Just pick some little --"
Q: Thing.,"A: -- thing, and enlarge it into a big fairy tale. So -- and the -- the spreading ofnotions like Christ killers."
"Q: That's right, I was going to mention that too. So that comes from one force, and","A: Yes, well, I-- I'm -- I'm not well enough educated in these matters to -- to takesides as to who the guilty party is, and who the innocent. The innocent party, as we The following transcript is the result of a recorded interview. The recording is the primary source document, not this transcript. It has not been checked for spelling nor verified for accuracy. This document should not be quoted or used without first checking it against the interview.The interview is part of the United States Holocaust Memorial Museum's collection of oral testimonies. Information about access and usage rights can be found in the catalog record.68Interview with Al JaffeeMay 21, 2016always know, are the ones who are singled out for attack. They -- no group is asguilty o-o-of any crime -- first of all, you can't make a group guilty, they're --they're -- within a group, even a --a group of bigots, there's somebody who says,wait a minute, we're going too far with this. This is not -- yo-you know --"
Q: That's right.,"A: -- this is not a human attitude. So I'm sure there were Nazis who had doubtsabout what they were doing, but you either go along, or you're -- you become partof the pariah group. So it's -- it's a -- it's a tu -- it's a tough call, but it -- tribalism hasbeen going on since the -- since time began, and it un -- it undoubtedly will go onforever and ever."
Q: Yeah.,"A: The best we can do is learn lessons from these things, and try to pass along thenotion that people aren't inherently bad. People are born into certain circumstancesbeyond their ability to do anything about, you know, and -- and if they become partof the cursed, they are in terrible trouble, that's all there is to it. So I think theHolocaust Museum's function, in my view, is to set the record straight aboutbigotry, and depression, and indiscriminate intolerance --"
Q: Absolutely.,"A: -- and -- and -- and creating victims. We have to -- we have to not do that to anyhuman being. I wouldn't torture Hitler if I had a chance to do so. I would -- I wouldseparate him from -- from others so that he can't do any more harm, but I certainlywouldn't take revenge on him by, you know, doing terrible things to him. He's a --he was a human being as well, but -- this is just my feeling is that revenge gets youabsolutely nothing. The only -- the only terrific revenge is to educate, so that terriblethings are looked upon as terrible things, and they turn everyone's stomach, and noone wants to do them any more."
Q: We can hope. We can hope.,A: That's what we want.
"Q: Yeah. Can we cut here? [break] When did your father show up? You know, you",A: Yes.
"Q: So that means there was a time that you had to come back to the States, or you","A: Yes. The chronology of events with my father were basically; one year inLithuania, 1926 to 1927. Then back to -- my father comes to Lithuania and takesus back to America.The following transcript is the result of a recorded interview. The recording is the primary source document, not this transcript. It has not been checked for spelling nor verified for accuracy. This document should not be quoted or used without first checking it against the interview.The interview is part of the United States Holocaust Memorial Museum's collection of oral testimonies. Information about access and usage rights can be found in the catalog record.70Interview with Al JaffeeMay 21, 2016"
"Q: Does he take your mother, too?","A: Yeah, all of us, we all come back."
Q: And do you -- do you remember what that was like when he arrived?,"A: Oh yes. It was a-- well, it was a great relief and a great surprise when I -- wefound out, Harry and I were -- we got a message to come to our grandfather'shouse. So we go there, and there's our father. So our father said, well, I've come totake you home, on and on and on. And I don't -- here my memory is a little shaky. Idon't know if he came with me and Harry to the house that my mother was renting,and told her -- or if she came to my grandfather's house. But in any case, we wereall ordered to pack up and get ready to go back home."
Q: So that's pretty sudden.,"A: That was very sudden. It -- I don't know if my mother had any warning. Sheprobably received mail that said I'm -- you -- if you don't come back by such andsuch a date, I'm coming to get you and I'm going to drag you all back here. So it wa--now this is 19 -- somehow I'm remembering prohibition, because my fatherpicked up a-- a--a---a prized bottle of wine -- [sirens] have to wait til that --[break]"
Q: So you were mentioning something about your father and prohibition and a,"A: Yes, and it --"
Q: Tell me about that.,"A: When he opened the suitcase, and it was Prohibition, I think he wanted tocelebrate in New York with the family that we were staying with, relatives, and hewent for his bottle of wine and it was broken in the suitcase."
Q: Oh.,"A: I mean, during Prohibition, to lose such a valuable -- I thought I -- he was gonnacry."
Q: Poor guy.,"A: Anyway, that's --"
Q: So did your mother not protest about going back?,"A: I think there must have been a m -- an ultimatum of some sort. He -- she -- I'msure she didn't want to come back, but in any case, we -- we did come back, and --but she didn't want to go to Savannah, she wanted to stay in New York. So shemade him rent a house in the Rockaways. So I had a year of living on the water inRockaway beach, and becoming an American beachcomber, you know. Anotherexperience entirely. But my father was out of a job, because of this problem of --"
Q: You mentioned that earlier --,"A: Yeah.The following transcript is the result of a recorded interview. The recording is the primary source document, not this transcript. It has not been checked for spelling nor verified for accuracy. This document should not be quoted or used without first checking it against the interview.The interview is part of the United States Holocaust Memorial Museum's collection of oral testimonies. Information about access and usage rights can be found in the catalog record.72Interview with Al JaffeeMay 21, 2016"
"Q: -- that he had -- he -- because he took off to get you, he was away from the store.","A: Too much. And he was threatened with being fired if he went -- if he went off,and sure enough he was fired. So when he came back -- however the son of the manwho owned the department store had a bank in the -- one of the Carolinas, NorthCarolina or South Carolina. And he offered my father the opportunity ofoperating a refreshment stand in the bank, with Coca-Cola and -- you know,sandwiches and stuff like that. So my father hired somebody down there to helphim, and established this little business, from which he was ma-managing to sendmoney to my mother in the Rockaways, to pay for the house we lived in. And thatwent along smoothly for almost a year, when she hysterically notified my father thatI was -- I was -- that I was in the hospital, after being hit by a car. Which was true,but she made it sound much worse than it really was."
"Q: Well, being hit by a car does sound kind of serious.","A: Well, it was Christmastime."
Q: What happened?,"A: And I was on the street, in ra-- in Rockaways, and across the street was SantaClaus. And I wanted to run over and see Santa Claus. Now, I was probably aroundeight at this time, so I ran across and got hit by a car and was in the hospital. So myfather came to the hospital. At this point, the thing in the bank collapsed, that he The following transcript is the result of a recorded interview. The recording is the primary source document, not this transcript. It has not been checked for spelling nor verified for accuracy. This document should not be quoted or used without first checking it against the interview.The interview is part of the United States Holocaust Memorial Museum's collection of oral testimonies. Information about access and usage rights can be found in the catalog record.73Interview with Al JaffeeMay 21, 2016had. That was taken away from him because what happened was, the man he hiredto help him, stole everything, and moved it out of the bank. So, you know, it's like asoap opera."
"Q: Well, he had -- you know, if he didn't care about his family, then he probably","A: Oh, he did, he did."
"Q: -- he cared about -- and so, that took priority.",A: We survived the Holocaust because he cared. And that I can get to very quickly.
"Q: I'd like to hear that part, yeah. We can talk about it now and then go back and","A: All right. You mentioned that he cared about us. Well, here's how he cared aboutus. In 1933, Hitler became chancellor of Germany, and was going to clean all ofEurope, if not the world, of Jews. Judenrein, it was going to be. Well, my fatherba -- at that point, the only way he could survive after losing the thing in the bank,was to apply to the post office for a job, which, he took the test, but because he wasa veteran of World War I, they gave him extra points so that he -- he was one of thechosen. Otherwise, he would have had to wait for years in line --"
Q: To get a job at the post office.,"A: -- to get a job at the post office. But his -- his ex-extra points from being aveteran, made it happen quicker."
Q: What was his job?,"A: He was a --a postal car -- not a postal carrier, he was a substitute postal carrier.He only made money when he was sent out on a job. He sat in Grand CentralStation waiting for a 59 cent an hour assignment. But those were -- it was the greatdepression. This is 1933 -- deg32 - ""33. So he borrowed money from -- his father died,and left a little bit of money to him and siblings, and he bother -- borrowed some ofthe money from siblings, and he went over to get us, to save us from Hitler, orwhatever is gonna happen in Europe. I don't know that he specifically decided thathe was saving us from Hitler, I think he was just simply getting very lonely after allthese years. This second time, we were in Lithuania for four years. First time, oneyear, this time, four years. So he wou -- I -- I was -- we were living in Kovno at thetime, or the -- the suburb of Kovno, called slub -- Sluborda(ph)."
"Q: Slobodka, mm-hm.",A: Slobodka. And Slobodka was essentially a Jewish enclave.
Q: Poor. Very poor.,"A: Very poor and Jewish and with yeshivas and synagogues, and later became aconcentration camp when the Germans came in.The following transcript is the result of a recorded interview. The recording is the primary source document, not this transcript. It has not been checked for spelling nor verified for accuracy. This document should not be quoted or used without first checking it against the interview.The interview is part of the United States Holocaust Memorial Museum's collection of oral testimonies. Information about access and usage rights can be found in the catalog record.ISInterview with Al JaffeeMay 21, 2016"
Q: A ghetto. It became a ghetto.,A: A~--a ghetto.
Q: Yeah.,A: But sort of like a concentration camp. You couldn't leave it.
"Q: No. No, no, no, no, no, no, no.","A: So my father came and we got a notice from our -- from relatives to -- to come inand visit them. Their name was the Simonses"" and they lived in Kovno proper in avery nice place, with a courtyard and wagons and horses, and very nice. So theyused to invited us periodically, and feed us. And we always looked forward to that.And we had a couple of cousins there, too, relatives of my ma -- my mother's. So,we arrived there and my cousin takes me and Harry into another room and says,look who's here. And it was my father, whom we hadn't seen for three and a halfyears. Well, it was a shock. I mean, he embraced both of us, and it was veryshocking. And he -- then he told us, he said, I've come to take you all home, andlet's go and get your mother and the younger brothers, David and Bernard. So wewent there, and they had a big discussion which I -- we -- I -- we didn't listen to, theyheld it in private. And finally they came out and they had an agreement, and theagreement was that he should take the three older boys to America, and leave theyoungest one with her, and she'lI join us later. Well, I don't think she ever had any The following transcript is the result of a recorded interview. The recording is the primary source document, not this transcript. It has not been checked for spelling nor verified for accuracy. This document should not be quoted or used without first checking it against the interview.The interview is part of the United States Holocaust Memorial Museum's collection of oral testimonies. Information about access and usage rights can be found in the catalog record.76Interview with Al JaffeeMay 21, 2016intention of joining us later, she -- we went to America with my father, and shereturned to Zarasai from Kovno from --"
Q: With your youngest brother.,A: With my youngest brother. And -- and that's the last we ever saw of her.
Q: Now this is what year?,"A: 1933. May of 1933. And the reason I remember that so well is that when I cameto America, I had to be put into school in -- it was May, it was still school."
"Q: School time, yeah.",A: So-
Q: What about your brother? Did he ever -- what happened to him?,A: My youngest brother?
"Q: David, mm-hm.","A: Now we go back to my father's caring. When -- when my father brought us backto America, he o -- he obviously couldn't take care of us. He was a substitute postalcarrier. He took me to live with him in a furnished room. My Uncle Harry and myAunt Pauline in Brooklyn took my brother Harry in. And Bernard, the deaf mute,was put into the New York School for the Deaf, which he never stopped crying."
"Q: Oh, the poor fellow.","A: It was so sad, because he had grown up with us through thick and thin inLithuania, and we'll -- had our own language. He didn't know sign language or anyof that, he knew our language. But things settled down a bit, and throughout myschool days, every Friday I went to the New York School for the Deaf to pickBernard up and bring him, and we all slept in one double bed, my father, Bernardand I, in a furnished room. And then on Monday he had to be -- no, Sunday night hehad to be taken back to the New York School for the Deaf. And that's how welived. But now going back to my father's caring. He took care of all of us. He did.He checked on Harry, who was living with my -- his brother, and he -- for thesummer he sent me to live with his sisters in South Fallsburg, and it was awonderful treat for me, because South Fallsburg was as close as to Zarasai as youcould get, surrounded by rivers and lakes."
Q: Where is it? What state is it in?,A: It's in new -- upper --
"Q: Oh, it's up near --",A: -- in the Catskills.
"Q: I see, okay.",A: Catskill mountains.
"Q: That's why I didn't recognize it, yeah.","A: Yes, Catskill mountains. We had rivers and lakes and fishing, and everythingthat I had in Lithuania. And I had cousins, and I did everything with them. Andthen, much later on, in s-- when the war was already starting, and --"
Q: 1939?,"A: 1939. My father made arrangements for a young Polish man, who wasemigrating to the United States -- he must have done this through HIAS, or one ofthe Hebrew organizations, or Jewish organiza -- | think it must have been HIAS, butI'm guessing. He arranged for this young Polish man, on his way to America, to st-- to go to Zarasai, and to go to the address where my mother was living with ber --with David, and tell David that he has tickets for them to go to America. And Iguessed they must have discussed the fact that if he told his mother, she wouldn'tlet him go. He was 14. So they kept the secret, and he wound up on a train toMemel."
"Q: Klaipeda, yeah, the port city. The port city, mm-hm.","A: No, first they -- they -- they wound up first in -- in a Dutch city."
"Q: Oh, then it wouldn't be Memel, that would be further west. Memel is what -- in","A: Right.The following transcript is the result of a recorded interview. The recording is the primary source document, not this transcript. It has not been checked for spelling nor verified for accuracy. This document should not be quoted or used without first checking it against the interview.The interview is part of the United States Holocaust Memorial Museum's collection of oral testimonies. Information about access and usage rights can be found in the catalog record.719Interview with Al JaffeeMay 21, 2016"
Q: -- he took it back.,"A: It wasn't Memel, it was -- it -- it was a Dutch city."
Q: Okay.,"A: And the reason that I re -- now remember that it was a Dutch city, is when the --this Polish young man and my brother went to the hotel to -- to a hotel, to stay tiltheir boat left in Antwerp, they were told n-no Jews. By that time the Fifth Columnof Germany had already invaded the low countries of Holland and --"
Q: Belgium and --,"A: Belgium and Holland. And they couldn't find a place to stay, so they made theirway to the port city, and just went looking for the -- their --"
Q: Could it have -- could Hoek von Haven -- could it be -- there's a -- a town called,"A: I don't know the details, but I-- I do remember one fact that -- that I think maystir something in your mind. They were on a train from the Dutch city that they hadlanded in, they needed a train to go to where the boat was. When they got on thetrain -- and I don't know where the train was going, but it was filled with Germansoldiers, and my brother told us that he started speaking Yiddish, which he wasfluent in, to the German soldiers, and they shared their lunch with him, and with thePolish fellow. They thought he was speaking some kind of -- The following transcript is the result of a recorded interview. The recording is the primary source document, not this transcript. It has not been checked for spelling nor verified for accuracy. This document should not be quoted or used without first checking it against the interview.The interview is part of the United States Holocaust Memorial Museum's collection of oral testimonies. Information about access and usage rights can be found in the catalog record.80Interview with Al JaffeeMay 21, 2016"
Q: German dialect.,"A: -- germ -- German dialect. And they all got along swimmingly, and they safelygot off the train to where they were going to catch the boat, and eventually they did-- they must have had to go to England though, to get on a boat, because they cameover on -- my father had tickets for them on the German Lloyd line, but theycouldn't be used, so they had to go on a different boat. Now, we were switched --originally we were switched from a German boat to the Gripsholm, which was aSwedish boat. But I don't know what --"
Q: That was in 1933.,A: In 1933.
"Q: And would have that been for political reasons, because the Nazis were in power",A: Yes.
Q: -- and they weren't going to take Jews.,A: They weren't going to take Jews on their German Lloyd line boats.
"Q: Okay, okay.",A: So we sw -- we switched to the Gripsholm.
Q: Okay.,"A: And that was a wonderful trip, wonderful. And -- but now, my memory is sort of--none of this was written down, so my memory is getting a little shaky with mybrother's experiences. I remember he told us all about this, but that was in 1940, or1939, 1940. I can't even remember --"
Q: And 75 years later we're asking you details.,"A: 1--I---the Rotterdam, I think he was on."
"Q: Ah, okay.","A: I think it was the Rotterdam. But he -- he and the Polish guide were -- just barelygot onto it. They arrived late, they barely got on, and so he arrived here, andunfortunately he brought -- he brought his -- the Lithuanian winter with him, in theform of rheumatic fever --"
Q: Oh.,A: -- which he contracted in Zarasai.
Q: Yeah.,"A: That's why earlier I said, two of my brothers got sicknesses from winter, that'sall, it's -- and -- and --"
Q: They're cold winters and they're damp winters. And it --,"A: Damp and cold, yeah."
"Q: Yeah, yeah.","A: Everybody was a little sick. You know, you just couldn't get enough heat in thehouses."
"Q: You know, but it really does speak to the extraordinary devotion your father had.",A: Yeah.
"Q: But to care to that extent, that even if he had nothing, he was going to get his","A: Oh, he gave us everything. He -- he even eventually got a -- he was still in thepost office, he'd never le -- never got out of the post office, but he did take the testto become a regular, so he had a regular salary, not just a pick-up salary. Cause hewas a temp really, before. So now he was -- had a regular salary, and he got a smallapartment, it was a -- a one bedroom apartment, but we used the living room as abedroom also. And he -- he installed me into that apartment, and of course, everyFriday I'd pick Bernard up and brought him to that apartment. And -- and then lateron David arrived, so he -- he ministered to all of us. He didn't let a single one of usdown. And when David was in the hospital with his rheumatic fever bouts, myfather was there all day long. Certainly on his day off. And on his work days he The following transcript is the result of a recorded interview. The recording is the primary source document, not this transcript. It has not been checked for spelling nor verified for accuracy. This document should not be quoted or used without first checking it against the interview.The interview is part of the United States Holocaust Memorial Museum's collection of oral testimonies. Information about access and usage rights can be found in the catalog record.83Interview with Al JaffeeMay 21, 2016came up as soon as he could, skipping dinner and just going straight to the hospital.No, he was -- he was a devoted father. There's a lot he couldn't do for us, but Illeven tell you this little anecdote: I had -- I had to cut class in the high school inmusic and art, a class that went on beyond the school day, which required us to goto a museum, a art museum, and I cut it, and I went to pick up my brother Bernard,brought him home. Subsequently, I was called down to the dean's office, and wasreprimanded, and I explained why, and the dean was sympathetic, but she sent anote home to my father that I'd-- it was her duty to report that I had cut a class. Andmy father gave me a note to take back to her. And she called -- and I met with her,and I sat with her and she opened the letter that my father sent, and it said, how do Iknow where he was? You see him more often than I do. But he -- he was going toride herd on me, you know? It's --"
Q: Yeah.,"A: And -- no, it was at that point that I explained to her what it was all about, notbefore. I said, well, Mrs. Dorkin(ph), let me tell you why I cut the class. I have adeaf mute brother who is waiting at the gate for me to arrive, cause he is dying to bewith us, and I can't --"
Q: Leave him there.,"A: -- be late for him.The following transcript is the result of a recorded interview. The recording is the primary source document, not this transcript. It has not been checked for spelling nor verified for accuracy. This document should not be quoted or used without first checking it against the interview.The interview is part of the United States Holocaust Memorial Museum's collection of oral testimonies. Information about access and usage rights can be found in the catalog record.84Interview with Al JaffeeMay 21, 2016"
Q: Yeah.,"A: And she said, don't worry about it, never happen again. You don't have to everworry. So, you know, it's like a soap opera."
"Q: Well, it's -- it's --",A: But it's real life.
"Q: Yeah, it's real life, and when you hear of -- this is also real love, you know? It's",A: Yes.
Q: And --,A: My father did that with whatever means he had.
Q: Yeah.,"A: And sometimes he had no means at all, and he borrowed money, and hopefullyhe repaid it, and I'm sure knowing him, he would have. So --"
"Q: I mean, tha -- I thi-- I'm very touched by it. I really am.","A: Yeah, well, when I think about it, I sometimes think, Pop, I wish you were here,just so I could show you what I've done."
Q: Yeah.,"A: You know, that -- I'm -- that I've -- I've followed your principles.The following transcript is the result of a recorded interview. The recording is the primary source document, not this transcript. It has not been checked for spelling nor verified for accuracy. This document should not be quoted or used without first checking it against the interview.The interview is part of the United States Holocaust Memorial Museum's collection of oral testimonies. Information about access and usage rights can be found in the catalog record.85Interview with Al JaffeeMay 21, 2016"
"Q: Yeah. And that what he first -- with -- with the -- with the funnies, you know, that","A: The funnies, the people in the funnies became part of our family. Maggie andJiggs, and the Katzenjammer Kids -- we identified with the Katzenjammer Kids,but the Maggie and Jiggs were real weirdos to us, because she was alwaysthrowing a rolling pin at Jiggs, which I couldn't understand. It would have killedhim."
Q: Yeah.,"A: But no, it -- it's -- he created -- he -- he did create in us, a desire to be something,succeed at something, to follow our hearts and our -- our imaginations and ourcreative impulses. He had them, but he had to subdue them in order to be loyal tous, and take care of us. He never let us down. I can't remember him ever letting medown."
Q: That's amazing. And that's a wonderful tribute. It's just -- it's just a wonderful,"A: And we had our arguments, and we -- I was -- at times you can't help -- whenyou're a callow youth, you can't help be a ca -- but be a callow youth. And I would--I would say things to him like, you won't let me have that white sweater, so I canwear, you know, the letter that I won in basketball. And he'd say, get a job after The following transcript is the result of a recorded interview. The recording is the primary source document, not this transcript. It has not been checked for spelling nor verified for accuracy. This document should not be quoted or used without first checking it against the interview.The interview is part of the United States Holocaust Memorial Museum's collection of oral testimonies. Information about access and usage rights can be found in the catalog record.86Interview with Al JaffeeMay 21, 2016school and get yourself a sweater. And I said, the other kids parents pay for thesethings, and then we'd get into a --"
Q: Yeah.,"A: -- squabble over it. But I, of course, with the benefit of time, I realize that he hadenough on his plate that he just couldn't carry off everything. He -- looking back, hedid more, I think, than most people would ever do. A majority of people would not-- they would have given up."
Q: Yeah.,"A: They mu -- they -- even good people would have said, I can't -- I can't handlethis. I can't raise four little boys by myself, and take care of all their needs. I don'tknow that I could have done that."
Q: And first of all pull them out of Europe. He pulls you all out of Europe.,A: He pulled us out of the Holocaust.
Q: Yeah.,"A: I mean, you know, when he came over, people were not able to escape theHolocaust by then. 1933 was a rough time in many parts of Europe. I mean, he wasa bit prescient."
Q: Yeah.,"A: I mean, he beat -- he beat the -- the system, because it wasn't, I think, until 1936that things started to get really bad."
"Q: Well, in Germany, it was, of course, some people i-i-in Germany, as -- as you",A: Yes.
"Q: Some people left earlier, some people left later, some people left in 1940, almost",A: Yeah.
Q: But -- but this -- this whole question became very relevant after Hitler came to,A: Yeah.
"Q: -- that came up. But it was -- then, it would have been -- you know, when I've","A: Yeah.The following transcript is the result of a recorded interview. The recording is the primary source document, not this transcript. It has not been checked for spelling nor verified for accuracy. This document should not be quoted or used without first checking it against the interview.The interview is part of the United States Holocaust Memorial Museum's collection of oral testimonies. Information about access and usage rights can be found in the catalog record.88Interview with Al JaffeeMay 21, 2016"
"Q: And before -- so, but let's go back to -- let's go back to your mother. When you","A: That is the last time I ever saw my mother. We did get a couple of pieces ofmail, and very warm, loving letters pleading with us not to forget her. Verytouching."
Q: Any explanation? Was any explanation ever given to you why she did not come,"A: None that I know of. I have never heard any explanation. The -- the counterpointto what we were talking about, my father's loyalty, and his dedication to saving hischildren, the counterpoint to that -- to that puzzle is my mother not seeming to care.I mean, you would think that she would have rushed -- she would have writtenletters to my father -- she could have communicated, there was no question about it--and saying get me out of here, I want to see my children. Now, the -- the onlything I can conclude is that there must have been some kind of mental breakdown,which would be understandable, certainly in the co -- in the context of her letting herhusband take three children away, and eventually losing the fourth one as well. So, Icould see a -- a breakdown, but I have no -- I tried, through the Red Cross to -- to--Iwrote to the Red Cross and asked them if they had any kind of way of tracingsomeone in Lithuania, and the answer I got was basically that while the Germans The following transcript is the result of a recorded interview. The recording is the primary source document, not this transcript. It has not been checked for spelling nor verified for accuracy. This document should not be quoted or used without first checking it against the interview.The interview is part of the United States Holocaust Memorial Museum's collection of oral testimonies. Information about access and usage rights can be found in the catalog record.89Interview with Al JaffeeMay 21, 2016kept meticulous records of everything, which is typically German, the Lithuaniansdid not keep records at all, she s -- they said. So I didn't turn to the HolocaustMuseum, I thought about it many times. But I wonder if the Holocaust Museummight have a record of what happened in Zarasai, and --"
"Q: Oh, what happened in Zarasai, we probably do, and we will see ho -- what we",A: I never found out anything.
"Q: So, do y -- and was it a handful of letters you got since 1933? You know,",A: No--
Q: -- your father would send you something once a month when you were in,"A: 1--I don't recall getting -- I-- I think we got one -- one thing that -- there's a littlebit of a mystery here. When my book was being done, I -- I received a package frommy cousin in the Catskills with -- whose family I had lived when I was a bo -- alittle boy, and Bernie sent me a package that his parents had left behind when theydied. And one of them contained a whole bunch of photographs of my mother andfather, including my father in uniform. These were things that ma -- apparently The following transcript is the result of a recorded interview. The recording is the primary source document, not this transcript. It has not been checked for spelling nor verified for accuracy. This document should not be quoted or used without first checking it against the interview.The interview is part of the United States Holocaust Memorial Museum's collection of oral testimonies. Information about access and usage rights can be found in the catalog record.90Interview with Al JaffeeMay 21, 2016wound up in my father's sister's hands. And there was also a picture of my mother,and written on the picture wa -- back of the picture was -- it was in Lithuania, and itsays, do not forget me. That was where that came from. So there were mix -- amixture of -- of artifacts, but I have no direct mail, nothing that I can recall that shewrote directly to us. She might have written to my father, she might have written toher sister, or other people, but I have nothing. I don't recall anything."
"Q: It's quite a gap. It's quite a gap, you know.",A: It is a gap there.
Q: Yeah.,"A: Yeah. And you'd think something would have happened after she lost myyoungest brother, when he was wi -- whisked away by --"
Q: Yeah.,"A: -- this fellow who brought him to America. No, it's all a mystery."
Q: Did you think about it much over the years?,"A: Yeah, I think about it periodically. It's -- it's unfinished -- it's unfinished,important in -- life story. But you know, our defenses rise up. You -- in order tosurvive, you can't dwell on -- on horror of the past, or a-any -- anything. You justhave to move on. And so, that's been my defense, I -- I just move on. Fortunately,my father didn't have that attitude.The following transcript is the result of a recorded interview. The recording is the primary source document, not this transcript. It has not been checked for spelling nor verified for accuracy. This document should not be quoted or used without first checking it against the interview.The interview is part of the United States Holocaust Memorial Museum's collection of oral testimonies. Information about access and usage rights can be found in the catalog record.91Interview with Al JaffeeMay 21, 2016"
"Q: Well, you know, it sounds to me like you lost your mother more than one time.","A: Yes. [had heard that, like in all the countries of Europe, and that includes Italyand Spain and Bulgaria; and you just name them all: Hungary, Romania, they allhad local Nazi sympathizers. And so the -- the story I heard was, once the Germanscame in, even in a small group, and empowered the local se -- sympathizers, theyhad people joining their group, local bigots, anti-Semites, or what have you,opportunists, and they just did what the Germans wanted them to do."
Q: It did happen.,A: That happened.
Q: That happened.,A: Yeah.
"Q: Now, had you heard about that in general, or about your mother's pi -- situation,","A: In sizi-- yes, I heard about Zarasai. I can't remember fr -- exactly from whom,but the thing that I heard about Zarasai was the main road out of town was cut off,so that the Jews were trapped with no --"
"Q: In the town, mm-hm.","A: -- in Zarasai, with nowhere to go. And then they were all rounded up and takento the woods that I loved, where I used to get my fishing poles, and pickstrawberries, the little ones."
Q: They're delicious.,"A: They're wonderful, the little, tiny things. And we used to get baskets full ofthem. And well la -- you know, it was like Huckleberry Finn, I'm te -- I'm tellingyou, Tom Sawyer. And we lived the good life when -- you know, when we wereable to go to these things. So th-the story is that they cut off the exit from town onthe main road, and then rounded them up and took them to the woods and killedthem. And this di-- not only happened in Lithuania, it happened in Poland, ithappened in Hungary, Romania, Yugoslavia, every -- you know, everywhere. It'sa strange kind of opportunism to curry favor by killing people, but that's whatpeople did."
"Q: There's some things that we try to find answers for, and sometimes we find",A: Inexplicable is the correct answer.
Q: Yeah.,"A: Yeah, because we just don't expect human beings to behave in an inhuman way,and -- but they do, oth -- if they didn't, we wouldn't have any more wars.The following transcript is the result of a recorded interview. The recording is the primary source document, not this transcript. It has not been checked for spelling nor verified for accuracy. This document should not be quoted or used without first checking it against the interview.The interview is part of the United States Holocaust Memorial Museum's collection of oral testimonies. Information about access and usage rights can be found in the catalog record.93Interview with Al JaffeeMay 21, 2016"
